smiles,U
CC1=CNC(=O)C=CC1,-10938.7109375
C#CCNCCC#N,-9326.501953125
O=C1COCC(=O)N1,-11858.5556640625
C#CC[N@@H+]1[C@H](C)C1(C)C,-9990.4609375
O=CCC[C@H]1O[C@H]2C[C@H]21,-11509.88671875
CC(C)(C)c1cn[nH]n1,-10866.5771484375
C[C@@H](O)[C@@H](O)CC(N)=O,-12991.97265625
C[C@H]1O[C@]1(C)CNC=O,-11980.982421875
C[N@@H+]1[C@H]2[C@@H]3C[C@@]2(C)[C@@H]31,-8920.48046875
C[C@@]12[C@H]3CC=C[C@@H]1[C@@H]2C3,-9522.4384765625
Nc1nc2c(o1)COC2,-12352.6455078125
CC[C@H]1CC(=O)C[N@@H+]1C,-11003.171875
C[C@]12O[CH+][NH2+][C@H]1[C@H]1N[C@H]12,-11373.4306640625
[NH-][C@@H]1CC(=O)NCCO1,-12385.9501953125
CC1(C)C=CCOC1=O,-11512.1904296875
O=C1CC[C@]12[C@@H]1OC[C@@H]12,-11477.0712890625
N#CCCCO,-7795.935546875
CNC(C#N)(C#N)CO,-11811.0751953125
C[C@H]1C[C@@H](O)C[C@@]12CO2,-11543.3994140625
CCc1cc(N)[nH]c1O,-11407.8369140625
C1=C2COC[C@@H]2OCC1,-11511.068359375
CC(=O)C(O)(C=O)C=O,-13467.49609375
C/C(=N\O)[C@@H](C)[C@H]1CO1,-11978.896484375
C[C@@H](O)[C@@H](O)C(C)(C)C,-11608.92578125
CCC(=O)N1C[C@H]1C#N,-11374.6357421875
C[C@@]1([C@H]2CO2)O[C@H]1C=O,-12487.7421875
CNc1c(N)noc1N,-12280.4677734375
C[C@@]12[C@H]3[C@@H]1[C@]1(O)[C@H]3[C@]21O,-11474.9990234375
C1C[C@]2([C@H]3CO3)N[C@H]12,-9899.1748046875
CC(C)[C@H](C=O)O[CH+][NH-],-11980.7109375
Cc1cc2c(o1)NCC2,-10938.10546875
C[C@@H](C#N)n1cncn1,-11238.6513671875
C#C[C@H]1C(=O)[C@H]2CC[N@H+]21,-10902.765625
N#CC#Cc1cc[nH]c1,-10299.4052734375
C[C@@]1(C#N)CC(=O)CN1,-11375.21484375
C[C@H]1O[C@H]2CCC(=O)[C@H]21,-11511.53125
[NH-]C1N[C@H]2CO[C@@]12C=O,-12351.1728515625
O=CC1CC2(CCC2)C1,-10532.7666015625
O=C[C@H]1Cn2cccc21,-10904.8857421875
CC[C@H]1C[C@H](C=O)CO1,-11544.1064453125
O=C[C@@]12C[C@]1(CO)CO2,-12487.6064453125
CC[C@@]12CC=C(C)[C@@H]1C2,-9555.6103515625
C[C@H]1Oc2conc2O1,-12892.3720703125
CO[C@@]1(C)C[NH2+]C(C)O1,-11981.3642578125
Cc1cc2n(n1)C=CC2,-10364.8671875
N#C[C@@H]1[C@@H]2C[N@H+]1CC2=O,-11341.25390625
CC(C)[C@](O)(C#N)CO,-11980.869140625
O=C1CO[C@H](CO)O1,-12431.169921875
CC[C@@]1(C)CCCO1,-9529.9296875
[NH-][CH+]Oc1ncc[nH]1,-10743.2294921875
CCc1ccnc(C)c1,-9961.615234375
C[NH2+]C1N=CN=NC=N1,-11673.1025390625
C[C@@]12CC=C(C#N)[C@@H]1C2,-9927.548828125
C[C@@H]1N=CO[C@H](C)C1=O,-11948.7783203125
CCCC1(COC)CC1,-10597.857421875
C[C@@H]1[C@H]2C(=O)[C@@H]1[C@H]2CO,-11509.41015625
CC(=O)[C@@H]1[C@H](C)[C@@]1(C)O,-11543.939453125
C[C@H]1C[C@H]1c1c[nH]cn1,-10397.2744140625
N#C[C@@H]1OCOC1[NH-],-11283.5205078125
N#C[C@@]1(O)[C@@H]2OC[C@@H]21,-10844.927734375
CC#CC(=O)C(=O)C=O,-12423.115234375
C1C[N@@H+]2[C@@H]3[C@H]1[C@@H]1N[C@@H]1[C@@H]32,-10395.091796875
O=CO[C@@]12C=CC[C@@H]1C2,-11478.671875
CC(=O)[C@H]1[C@H]2CC(=O)N21,-11915.1328125
C#CCC[C@@H]1O[C@@H]1C=O,-11476.861328125
CC[C@H]1O[C@H]2CO[C@H]21,-10473.4365234375
O=C1[C@H]2OC[C@H]2C12CC2,-11477.2080078125
C[C@]12CCCC=C1CC2,-9555.5048828125
C[C@H]1C[C@](C)(C=O)CO1,-11544.19140625
COC[C@H]1OC[C@@]12CN2,-11978.6884765625
Nc1c[nH]cc1[C@H]1CO1,-11374.345703125
N#C[C@@]12OC([NH-])[C@@H]1[C@@H]2N,-11777.779296875
Cc1cc([C@H]2CO2)c[nH]1,-10937.8642578125
C#CC[C@@H]1C=CNC1=O,-10904.8876953125
[NH-]C1=CC=CNC=N1,-9732.0380859375
C#C[C@@]1(O)[C@H](O)[C@@H]1OC,-12486.591796875
C#Cc1oncc1C=O,-11849.1513671875
C#C[C@@]12N[C@@H]1CCC2=O,-10903.9326171875
CC[C@@]1(C#N)NC[C@H]1N,-10865.6982421875
C#CC(=O)C[C@H](O)CC,-11510.2958984375
Cc1nnoc1OC=O,-13330.029296875
O=c1nc(O)occ1F,-14526.1103515625
CC1(C)OCCNC1=O,-11981.791015625
CCC1=CC[C@@]2(C)C[C@@H]12,-9555.5869140625
C[C@]12C[C@H]1CC=C2C=O,-10500.9580078125
CC#Cc1conn1,-10271.4921875
COc1conc1O,-11856.052734375
CC[C@@H]1C=CCC(=O)O1,-11512.298828125
CN[C@H]1[C@H]2OC[C@]21C#N,-11372.9423828125
CC1=CCC[C@@H]1C,-7450.6015625
CNc1cn[n+](C)nn1,-11705.77734375
C#CCC1=CCOC1=O,-11446.0751953125
C[C@@]1(O)[C@H]2CC(=O)[C@@H]1O2,-12488.3798828125
CCc1nc(O)c[nH]1,-10339.34765625
CN1C[C@@](O)(C=O)C1=O,-12926.3056640625
[NH-]C1OC(N)=CC=C1N,-11812.41015625
CCOC(C=O)[NH2+]C,-10911.7021484375
C#C[C@H](CCC)C(C)=O,-10532.845703125
C1=C2C[C@@H]3O[C@]23COC1,-11476.8662109375
C[C@@]12C(=O)[C@H]3O[C@@H]1[C@@H]2O3,-12455.9404296875
N#CC#CC(F)(F)F,-13785.015625
CCC(C)(C)C(C)(C)C,-9653.443359375
CC(=O)[C@@]12CCC[C@@H]1C2,-10533.962890625
CC1(C)[C@H]2[C@@H]3C[C@]3(C)[N@H+]21,-9990.7744140625
Cc1cc(=O)nc(C)[nH]1,-11376.4912109375
C[C@H]1[C@@H]2CNC(=O)[C@H]1C2,-10971.0908203125
C[C@@]1(C(=O)[C@H]2CO2)CO1,-12487.857421875
CCCO[CH+][NH2+]C,-8897.26953125
C[C@H]1[C@H]2OCO[C@]21C,-10474.1162109375
CC1=C[C@](C)(O)C[C@@H]1C,-10566.466796875
COCC[C@H]1C[C@H]1O,-10506.2578125
Nc1cccn1CCO,-11407.5185546875
CC#C[C@]1(CC)C[C@H]1C,-9554.5087890625
CC(C)[C@@H](C)N(C)C=O,-11036.234375
CO[C@H]1[C@H]2C[N@H+]2C1(C)C,-11001.28515625
[NH-][CH+]OCC1=CCOC1,-11947.6064453125
C[C@H]1OC[C@H]([C@H]2CN2)O1,-11979.8486328125
N#Cc1cnc(F)cn1,-12401.3994140625
C[C@@H]1[C@H](C#N)C[C@H]1C=O,-10937.830078125
CC1(C)CC[C@H]([NH-])OC1,-11003.52734375
C1=C([C@H]2CCO2)COC1,-11510.291015625
O[C@@]12C[C@@]34OC[C@@H]([C@H]13)[C@@H]24,-11475.4287109375
C[C@@H]1C([NH-])O[C@H](C)[C@@H]1O,-11981.203125
CC1NC([NH-])[C@H](CO)[NH2+]1,-11844.822265625
C[C@@H]1C[C@@H]2[C@H](C1)N2C=O,-10970.478515625
O=C[C@]1(CO)C[NH2+][CH+]O1,-12926.173828125
C[C@]12C[C@@]1(C#N)CC2=O,-10905.1103515625
C[N@@H+]1[C@H]2C[C@@H]1[C@@]21C[C@H]1O,-10966.904296875
C[C@H]1N[C@@]12C[C@@H](O)[C@H]2O,-11979.416015625
C#CCC(C)(C#N)C#N,-10330.7373046875
CNc1nocc1C=O,-12352.2265625
C[C@H]1[C@H]2[C@@H](O)C(=O)C[N@H+]21,-11947.65234375
C[N@@H+]1C[C@H]2OC([NH-])[C@H]21,-10336.8154296875
CC[C@H]1O[C@@H]([NH-])[C@H]1CO,-11980.615234375
O=C1N[C@@H]2CO[C@H]1[C@H]2O,-12926.5048828125
CCNCc1ncco1,-11407.5849609375
O=C1C[CH-][C@H]2C[C@H]3[C@@H]1[C@H]32,-10466.560546875
C#CCCC#CCC=O,-10466.2880859375
CC(=O)[C@H](C#N)CC#N,-11342.8828125
CNc1cc(NC)on1,-11843.6064453125
C1=C[C@@H]2O[C@@H]3C[C@@H]3[C@@H]2C1,-10500.4052734375
CC(=O)[C@H]1C[C@@H]2C[C@H]1O2,-11510.8388671875
C[C@@]12COC[C@H]3[C@@H]1[N@H+]3C2,-10968.8662109375
O=C[C@H](O)C1C23CC12O3,-12486.6982421875
O=CN1C=C[C@@H]2C[C@@H]2C1,-10938.1328125
C[C@]12O[C@H]1C[C@H]2O,-9404.6201171875
C[NH2+][CH+]OC1(C=O)CC1,-11947.490234375
CC1(C)[C@H]2OCC[C@]21C,-10565.62109375
CC[C@]12O[C@H]1[C@@H]1[C@H]2[N@H+]1C,-10967.1826171875
Nc1cc(O)c(CO)[nH]1,-12385.3564453125
O[C@H]1C[C@@]12C=C[C@H]1N[C@H]12,-10936.103515625
O=C1C[C@H]2CC[C@H]3[C@@H]1[N@@H+]23,-10937.861328125
CC#CCC[C@@H](O)C=O,-11510.5283203125
CO[C@H]1[C@H]2C[C@]1(C)C2,-9495.2568359375
C[C@@H]1COC[C@@H]2[C@H](C)[N@H+]12,-11001.8427734375
O=C1/C=C\C/C=C\CO1,-11478.583984375
CNC(=O)c1ncno1,-12789.9873046875
C1CO[C@@H]2CC[C@H](C1)O2,-11544.263671875
CCOC[C@H]1O[C@H]1CO,-12552.986328125
C[C@H]1[C@@H](C#N)[C@H]1[C@@H](C)O,-10970.1982421875
C[C@H]1OC[C@]2(CO2)C1=O,-12488.6083984375
C[C@]12N[C@H]1CC=C2CO,-10969.5263671875
C1[C@@H]2O[C@H]3C[C@@H](O2)[C@@H]13,-10441.884765625
O=C1N[C@@H]2[C@H](O)[C@@H]2N1,-11316.388671875
CN[C@@H]1C(=O)OC[C@@H]1O,-12959.1337890625
C#C[C@H](C#N)C[NH+]1CC1,-10362.03515625
ON[C@@H]1C[C@H]2CC[C@]21O,-11945.9921875
CC(C)(C)OC1COC1,-11575.5634765625
CCO[C@@H](C)[C@H]1C[C@H]1O,-11575.607421875
Cn1c(=O)nc[nH]c1=O,-12792.0048828125
C[C@H]1C(=O)[C@H]2O[C@]21C,-10441.4931640625
C#CC[C@@H]1COC[C@@H]1O,-11509.88671875
C#C[C@@H]1[C@H](O)C[C@@H]1OC,-11509.265625
O[C@H]1CC[C@]2(CN2)[C@H]1O,-11980.142578125
C[C@@]1(O)C[C@]2(O)[C@H]1[C@@H]2O,-12520.3408203125
CC(C)[C@]1(C)[C@H](C)[C@@H]1C,-9620.5556640625
C#CC[C@]1(C)O[C@H]2C[C@H]21,-10498.3681640625
O=C1[C@@H]2[C@@H](O)[C@H]1[C@H]2CO,-12487.1162109375
CCC#Cc1cc[nH]n1,-10363.8896484375
C[C@H]1O[C@]1(CO)CC#N,-11947.7275390625
Cc1cc([C@H]2CN2)c[nH]1,-10396.849609375
CC1[NH2+][C@H]2COC[C@H]2O1,-11948.849609375
C[C@H]1CCCC12CCC2,-9588.17578125
O=C1C=Cc2[nH]ccc21,-10873.4853515625
CC[N@@H+]1[C@@H]2C[C@H](O)C[C@@H]21,-11002.076171875
[NH-][CH+]O[C@H]1CC[C@H]2C[C@H]21,-10969.9951171875
C1C[C@@H]2OC[C@H]1C21CC1,-10533.0
COCC1(C)COC1,-10506.2978515625
CN(C=O)C[C@@H](O)C=O,-12959.0625
COC(=N)NC(=N)CO,-12854.634765625
C#CC#C[C@@H]1CC[C@@H]1O,-10465.9375
Cc1c[nH]nc1CCO,-11407.623046875
O=C1OC[C@H]2CN2C1=O,-12893.6513671875
C#C[C@]1(C=O)C[C@H](O)C1,-11477.0927734375
C#Cc1ncc(OC)[nH]1,-11341.373046875
CC[C@@H](CO)C1(O)CC1,-11575.595703125
[NH-]C1OC[C@@H]2CC[C@]12O,-11948.1865234375
CCC(CC)[C@@H](O)C#N,-11003.0986328125
CC/N=C(\N)C(C)=O,-10371.4931640625
C[C@]1(CO)[C@@H]2CC[C@H]1O2,-11542.8798828125
CNc1occ(C)c1N,-11407.5
CO[C@@H]1C(=O)N2C[C@H]12,-10877.7763671875
C[C@H]1CC(=O)[C@H](C#N)O1,-11916.1689453125
C[C@@]1([NH+]2CC2)C[C@H]1CO,-11001.0693359375
O[C@]12C[C@H]1N1NC=C[C@H]12,-11340.111328125
C[C@H]1[C@H]2OCC([NH-])O[C@@H]12,-11947.537109375
C[N@H+](CC=O)CCCO,-12012.6064453125
COCCC(=O)N1CC1,-11980.109375
C[CH+]1NO[CH+]N=C1[NH-],-10742.0283203125
NC1[NH2+]C[C@H]2[NH2+][CH+]O[C@@H]12,-11812.3125
CC[C@H]1C=CCCC1=O,-10534.1474609375
C[C@H]1C=CCOC12CC2,-10532.9091796875
CC(C)c1nc(O)c[nH]1,-11408.412109375
C[C@]12O[C@](C)([C@H]1O)[C@H]2O,-12519.9599609375
O=C1[C@@H]2[C@@H]3[C@H]4[C@@H]([N@@H+]32)[C@@]14O,-11880.9580078125
CC#C[C@H](C#N)CC,-8890.330078125
CC[C@H]1[C@H]2C[C@H]2C12CC2,-9554.107421875
C1O[C@@H]2O[C@H]3[C@@H]4C[C@]13[C@H]24,-11476.65234375
C[C@@]1(O)C[C@H]2OC[CH-][C@H]21,-11510.01171875
CC(=O)C(C)(C)[C@H]1CO1,-11543.560546875
CC#CC(C#CC)OC,-10498.466796875
O=C[C@]12C=C[C@H](N1)C2=O,-11881.751953125
C[C@H]1C[C@H]1/N=C/NC=O,-11407.52734375
C1[C@H]2C[C@H]3O[C@H]3[C@@H]12,-8394.396484375
C[C@H]1N[C@H]1[C@H]1CC(=O)N1,-11406.94140625
O=[N+]([O-])c1ccncn1,-12755.6552734375
CO[C@@]12C[C@]1(O)C[C@H]2C,-11542.32421875
C[C@@]1(C2CC2)C[C@H]2N[C@H]21,-9990.48828125
C1C[C@@H]2OC[C@@]23C[C@H]3O1,-11509.9833984375
CCC[C@H]1C[C@H]1CC=O,-10565.7470703125
Cc1cc(N)on1,-9269.1572265625
CO[C@@H]1C=CCC(=O)C1,-11511.4541015625
C#CC(C#N)(C#N)C#N,-10701.447265625
C#C[C@H](CC)C(N)=O,-9901.205078125
CCOC([NH-])C(=O)C=O,-12926.154296875
O=C1NC[C@]1(O)CO,-11889.72265625
CC(C)[C@@]1(C)CCOC1,-10598.7158203125
N#C[C@]1(CN)[C@H]2CC[N@H+]21,-10832.080078125
O=C1C=C[C@@H]2CC[N@@H+]2C1,-10937.541015625
c1nnoc1[C@H]1CO1,-11281.8134765625
C[C@@H]1[C@H](C)[C@@]1(O)[C@H]1CO1,-11542.5390625
COCCCC([NH-])OC,-12012.962890625
O=C1OCC2=C1CCC2,-11480.0400390625
Nc1cc2c([nH]1)C=CC2,-10364.8486328125
CC(C)[C@@H](C#N)[C@H]1CO1,-10969.8720703125
OC[C@H]1C[C@H]2CCO[C@H]21,-11543.265625
O=C[C@]12C[C@H]1[C@@H](CO)O2,-12487.6123046875
CN/C=[NH+]/c1nnc[nH]1,-11707.0361328125
Cc1ncc(CO)cn1,-11375.7900390625
C#C[C@@H](C#N)[N@@H+]1C[C@@H]1C,-10361.9501953125
C[C@@](N)(C#N)C#CCO,-11373.267578125
COCC[C@H]1[C@@H](C)[N@H+]1C,-11034.0419921875
C#C[C@]12CC[C@H](CC1)O2,-10499.9892578125
CC1(C)C(=O)N[C@@H]1CO,-11981.166015625
COCCC1CC=CC1,-10565.751953125
C#C[C@@]1(C)CN=COC1,-10936.7841796875
CC1[NH2+]C[C@@H](CO)O1,-10912.1650390625
C[C@H]1[C@@H](O)[C@@]12CC(=O)N2,-11947.83984375
C1C[C@]2(CO[C@@H]3C[C@@H]32)O1,-11509.96484375
C[C@H]1C[C@@]2(C=O)C[C@@]12O,-11510.6025390625
CC#Cc1nonc1C,-11340.353515625
CCC[C@@H](C)OC(N)=O,-12014.8818359375
O=C([O-])[C@H]1[C@@H]2[NH2+][C@H]1[C@H]2O,-12923.310546875
C[C@@]12C=CC[C@@H]1C(=O)C2,-10501.1513671875
CC[C@@]1(COC)C[N@H+]1C,-11034.1396484375
C1OC[C@H]2[C@@H]1[C@H]2[C@H]1CO1,-11509.8642578125
O[C@]12C[C@H]1[C@]1(CCO1)C2,-11509.4921875
O=C1OC[C@H]2CC=CN12,-11916.78125
CN(C)c1cnncn1,-11270.69921875
C#C[C@H]1CC[C@H]2CC[C@H]21,-9521.8525390625
CO[C@H]1CC(=O)CO1,-11452.9169921875
O=C1C=CCC=C[C@@H]1O,-11478.9384765625
Cc1ncn(CCO)n1,-11844.703125
CN(C)c1cc[nH]n1,-9797.330078125
CC(C)[C@H](C=O)CC#N,-10970.763671875
Oc1ccnn1C1CC1,-11374.3388671875
C[C@H]1C[C@@]2(C)CC[C@H]2O1,-10565.935546875
CCC[C@@H](C)[C@H]1CCO1,-10598.0947265625
C[C@H]1[C@H]2O[C@]1(C)C[C@H]2O,-11543.25
C1=C2[C@@H](OC1)[C@H]1C[C@@H]21,-9429.7041015625
C#CC(C#C)[C@H]1CCO1,-10465.01171875
C[C@@H](C#N)c1cc[nH]n1,-10801.890625
C#C[C@@H]1NC=CC1NO,-11339.669921875
C[C@H]1OC(=O)C12CC2,-10442.47265625
Cc1cc(OC=O)c[nH]1,-11916.8251953125
C[C@@H](O)c1ccnn1C,-11407.603515625
C[C@H]1CN[C@H](C#N)CN1,-10866.302734375
C[C@@H]1[C@H](C)[C@@H]1[C@@H](O)C#N,-10969.869140625
CC[C@@H](O)[C@@H](C)C(C)C,-10631.31640625
CNc1cnc(N)cn1,-11271.8466796875
C#CC#CC#C[C@@H](C)O,-10433.0107421875
O=C1CC2(CC2)OCO1,-12489.39453125
C[C@]12C[C@H]1[C@H]1C34OC13[C@@H]42,-10498.2607421875
C#C[C@](C#N)(CN)NC,-10831.9794921875
N#CCC[C@H]1[C@H]2CC[C@@H]12,-9959.1533203125
CC[C@@](C)(CO)OC,-10539.541015625
[NH-][C@H]1C=CNCC(=O)N1,-11812.6328125
C1C[C@@]23O[C@@H]([C@H]4O[C@H]42)[C@H]13,-11475.419921875
C[C@H]1[C@H]2C[C@@H]1C2(C)C,-8517.447265625
C[C@H]1CCC=CC(=O)N1,-10971.38671875
[NH-]C1O[C@H]2[C@@H]3N[C@H]2[C@@H]3O1,-12350.6982421875
O=C(CO)[C@H]1C[C@H]2O[C@@H]12,-12487.8564453125
C[C@H]1C=Cn2cncc21,-10365.0654296875
C[C@]12O[C@H]1COC2[NH-],-10878.9765625
C[NH+]1CC(C#N)C1,-8290.76171875
c1cc2[nH]cnc2o[cH+]1,-11310.61328125
CC[C@H](C=O)OC(C)[NH-],-11981.193359375
CCO[C@H]1C[C@H]1COC,-11575.2080078125
C[C@H]1COC(=O)C1NO,-12925.6962890625
O=C1CC[N@@H+]2C[C@H](O)[C@H]12,-11947.7919921875
C1C[C@H]2C[C@@]3(CO3)C[C@@H]12,-10532.65625
CC(=O)Cc1nc[nH]n1,-11812.642578125
C[C@@H](C#N)C1=CCOC1,-10937.80859375
N#C[C@@H]1C[N@H+]2C[C@]1(O)C2,-11373.685546875
C[C@@]12C[C@]1(O)C[C@H]1C[N@H+]12,-10969.1748046875
C[C@H]1C[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[N@H+]31,-9958.3310546875
C[N@@H+]1CC(=O)OCC1[NH-],-12385.9052734375
COC1(C(N)=O)CC1,-10911.865234375
C[C@]12C=CCC(=O)N1C2,-10937.9150390625
C[C@@H]1[C@H](C)[C@]12OC[C@H]2O,-11542.5478515625
C[C@@H]1[C@]2(CO)CC[C@]12C,-10565.029296875
N#C[C@]12C[C@H](C1)C(=O)O2,-11883.2470703125
C[C@](O)(C#N)C=O,-9810.158203125
C#CC[C@@]1(C)CC1(C)C,-9554.158203125
CCC[C@H]1N[C@H]1[C@@H](C)O,-11034.8720703125
O[C@H]1C=Cc2c[nH]cc21,-10905.6064453125
NC(=O)N/C=N/CCO,-12855.58203125
CC([NH-])OC(C)(C)C=O,-11981.20703125
C#CCC#CCCC#N,-9892.841796875
CC1=C([NH-])OCC1C#N,-11343.06640625
C[C@H]1C[C@]2(CN2)[C@H]2O[C@@H]12,-10969.19140625
COC[C@@]1(CO)C[C@H]1O,-12553.0068359375
[NH-][C@H]1OCCOC12CC2,-11947.7041015625
C1O[C@]12[C@@H]1[C@@H]3[C@H]2[C@@H]2[C@H]1[N@H+]32,-10901.5341796875
C[C@@]1(CCO)COCO1,-12553.9443359375
N#C[C@H]1C[C@H]2C=C[C@@H]1O2,-10905.0693359375
N#CC[C@@H]1C[C@H](O)[C@@H]1O,-11947.8486328125
[NH-]C1O[C@H](CO)[C@]12CN2,-12383.7021484375
CO[C@H]1[C@@H](C)[C@H]1OC=O,-12521.080078125
C1=C\C/C=C\C/C=C\C/1,-9522.5126953125
CC[C@@H]1C=CC(C)(C)C1,-9588.5927734375
C[C@H]1O[C@H]2CN(C=O)[C@H]21,-11947.560546875
[NH-]c1cc[nH+]nc1F,-11396.2958984375
CC(C)N(C)C(=O)C=O,-11981.404296875
C[C@]12OC(N)[NH2+][C@H]1[C@H]2O,-12384.9638671875
CC1=C[C@H]2COC[C@@H]1C2,-10533.517578125
NC(=O)[C@@H]1[C@@H]2O[C@H]3[C@@H]2[C@H]31,-11914.189453125
CCC(O)CC,-7424.2646484375
Cc1ccc(F)nc1,-10524.111328125
[NH-]C1NCC2N[CH+]N=C12,-11238.8525390625
CNC(=O)[C@H]1C[NH2+][CH+]O1,-12386.103515625
CCOCCC(N)=O,-10945.015625
CCc1c[nH]cc1CO,-10970.9052734375
Cc1ccc(NC=O)o1,-11916.95703125
CCO[C@H]1[C@@H](C)[C@H]1C=O,-11543.318359375
O=C1/C=C\CCOCC1,-11511.1689453125
[NH-][C@H]1OCC1(CO)CO,-12958.0625
C[C@]12CO[C@@H]3[C@H](C1)[C@@]32C,-10532.55859375
CC[C@@H](C#N)C#CC#N,-10331.134765625
C[C@]1(O)C[C@@](C)(C=O)C1,-11543.765625
N#C[C@H]1N[C@H]2[C@H]3N[C@H]3[C@H]21,-10798.5029296875
C[C@@H]1CC(=O)C[C@H](O)C1,-11544.7197265625
C[C@@]12C[C@@H](CO)[C@]1(C)O2,-11542.77734375
C[C@H]1C[C@H]2C[C@H]2[C@@H](C)O1,-10565.9453125
C[C@@]1(O)C[C@H]1CC=O,-10474.3583984375
CO[C@@]1(C)C[C@H]1[C@H]1CO1,-11542.2177734375
O=COc1nccnn1,-12757.31640625
CC[C@]12C[C@H]1CC21CC1,-9554.1650390625
CO[C@@]1(C)C[C@@H](O)[C@H]1O,-12553.4921875
Oc1ncc([C@H]2CO2)[nH]1,-12352.611328125
CCCCO[CH+][NH2+]C,-9966.3232421875
C#C[C@@](O)(C#N)CN,-10304.14453125
CO[C@@H](CO)C(F)(F)F,-16503.798828125
C#CC#CCC(C)=O,-9397.806640625
O=C[C@@]12[C@@H](O)[C@H]3[C@@H]1C[N@H+]32,-11912.3447265625
C[C@H]1C[C@@]23OC[C@@H]2O[C@@H]13,-11509.2666015625
CN[C@H]1CC[C@]1(O)C#N,-11406.5810546875
C[C@H]1[NH2+][CH+]O[C@]1(C)C#N,-11375.185546875
CNC(=O)C[C@@H](C)CO,-12014.0693359375
O=C1C[C@@H]2CC[C@@H](C2)O1,-11512.712890625
C1=CC2N=CC=[NH+]C2=C1,-10332.6376953125
CC(C)(C)[C@H]1O[C@H]1CO,-11575.5869140625
C[C@@]12O[C@H]3C[C@@H]1[C@@H]1[C@H]3[C@@H]12,-10500.0693359375
C[C@@]1(CO)N[C@H]1CC=O,-11979.9765625
Oc1ccoc1C1CC1,-11478.5107421875
C1C[C@H]2[C@@H]3CC[C@]2(C3)O1,-10532.7802734375
C1C[C@@H]2O[C@H]1C[C@]21CN1,-10969.7001953125
CC#C[C@]12C[C@H]1[NH2+][CH+]O2,-10903.9111328125
O=[N+]([O-])c1cncnn1,-13191.203125
CO[C@@H]1CC=CCCC1,-10565.8173828125
N#CC1(O)CCCCC1,-10971.078125
O=C1OC[C@@]12CCO2,-11419.7431640625
C[C@]12CC=C[C@H]1[C@H]1C[C@H]12,-9522.14453125
C#CC(=O)CCNC=O,-11915.267578125
O[C@H]1[C@H]2C[C@@]13CCC[N@@H+]23,-10967.7802734375
CCO[C@H]1[C@@H](O)[C@]1(C)O,-12553.1796875
CCC1=CCO[C@H]1CO,-11543.69140625
O=CN1[C@H]2[C@@H]1C[C@]21CN1,-11372.6181640625
CC[C@@]1(C#N)OC[C@H]1C,-10970.0673828125
C#C[CH+]1NON=CC1[NH-],-11742.9423828125
CNc1c[nH]c(N)c1C,-10866.716796875
C[N@H+]1[C@@H]2[C@@H]3[C@H]1[C@]3(O)[C@@H]2O,-11945.51953125
CO[C@H](C(C)=O)[C@H]1CO1,-12520.7421875
C[C@@H]1[C@H](O)[C@@H]2[C@H](C)[C@@]21C,-10565.0322265625
CC1(C)CC=C[C@H]2O[C@H]21,-10533.1455078125
CC(C)C[C@H](C=O)CO,-11576.4609375
CN1CCOC(=O)C1=O,-12927.3544921875
CC1=CC(=O)N(C=O)C1,-11917.2548828125
C[C@@H](C#N)[C@H]1C[C@@H](C)C1,-9992.6416015625
C[C@H]1C(=O)CNC1=O,-10880.7255859375
CC[C@@]1(O)C[C@H]1C1CC1,-10564.953125
CO[C@@H](C)c1cnon1,-12383.5234375
C1C[C@@]2(CC[C@]23CN3)O1,-10968.509765625
O[C@@]12COCC[C@@H]1C2,-10474.201171875
Cc1c(O)nc(N)n1C,-11845.2275390625
[NH-][C@@H]1OC[C@H]2C[C@@H]3[C@H]2[N@H+]13,-11373.4970703125
C[C@H]1CC[C@H]1[C@@H](O)CO,-11575.7919921875
CC[C@]12C[C@H]1OCCO2,-11542.9921875
C[C@H]1[C@@H](C)[C@@H](C=O)[C@H]1C,-10565.8125
OC[C@@]12O[C@H]3CC[C@@H]1[C@H]32,-11509.9873046875
CC1=CC(=O)NCC1,-9902.6279296875
[NH-]C1CC[C@H](C(N)=O)O1,-12386.5673828125
N[C@@H]1C(=O)O[C@@H]2CN[C@H]12,-12385.20703125
CO[C@H]1C[C@@]1(C=O)CO,-12520.783203125
CC[C@@]1(O)C[C@H]1CO,-10506.580078125
C[C@@H]1[C@H](O)[C@H]2O[C@@H]1[C@@H]2O,-12520.55078125
CCCC#CC(N)=O,-9901.3359375
C#CC1=CC[N@@H+]2C[C@]12C,-9925.6748046875
CC[C@H]1C=C[C@@H](CC)C1,-9588.537109375
O=C1CCCOCC1,-10475.1494140625
C[C@H]1COc2[nH]ccc21,-10938.1279296875
O=C1CC[C@@H]2N[C@@H]2[C@@H]1O,-11948.01953125
CC(C)C[C@H]1CO[CH+][NH2+]1,-11003.2802734375
C/N=C(\C=O)N(C)C=O,-12385.423828125
CC(=O)[C@@H](C)NCC#N,-11407.4912109375
C[C@H]1C[C@H]2CNC(=O)N21,-11407.9287109375
CC1(C)NCC(=O)C1=O,-11948.62109375
CC(=O)C#CC(=O)CO,-12455.9658203125
C[C@H]1[NH2+][C@H]2NC[C@H]2C1=O,-11374.201171875
[NH-]C1=C(N)N=CC=CN1,-11238.681640625
[NH-]C1O[C@@]23CC[C@@]2(C3)O1,-11914.2197265625
