smiles,H
C[NH2+]C1OC[C@@H](C)C1=O,-11948.689453125
CC[C@H]1[C@@H](O)C[C@@]12CO2,-11542.6005859375
C[C@H]1N[C@H]2CN[C@H]2C1=O,-11406.6171875
C#CC(=O)CC1(C)CC1,-10499.4736328125
CCC1=CCNC(=O)N1,-11408.759765625
[NH-][C@@H]1/C=C\CCOCO1,-11947.9462890625
CC1=CCC[C@H]1CO,-9497.08203125
C1OC[C@]23[C@@H]4C[C@H]2[N@@H+]4[C@H]13,-10933.8310546875
[NH-]C1C[C@H](C2COC2)O1,-11947.146484375
CCC#CCOCC#N,-10936.4296875
CCC[C@]12C[C@@H]3[C@H](C1)[C@@H]32,-9554.0498046875
CC1=CC[C@H](C=O)OC1,-11511.4013671875
CC(=O)[C@@]1(C)[C@H]2CC[N@H+]21,-10969.216796875
C[C@]1(C=O)C=CCC1,-9464.73828125
CC#C[C@@]1(C#N)C[C@H]1O,-10903.8271484375
Nc1noc2[nH]nn[n+]12,-13087.78515625
CC(=O)[C@@]1(C)CC[C@@H]1C,-10566.220703125
O=C[C@H]1N[C@H]2CC(=O)[C@H]21,-11914.60546875
C[C@@]12C[C@H]3[C@@H](O1)[C@]32CO,-11509.0986328125
C[NH2+]C1O[C@H]2[C@@H](C)C[C@@H]12,-10969.5869140625
Cc1nc(F)coc1=O,-13548.20703125
CCCC1CN(C=O)C1,-11003.103515625
CNc1cccnc1O,-11376.158203125
O[C@H]1CCn2ccnc21,-11375.5595703125
N#C[C@]1(O)C[C@H]1[C@H]1CO1,-11914.22265625
OC[C@]12C[C@H]1CCO2,-10474.11328125
CC1(C)CC=CC1,-7450.42724609375
CC1(C[C@@H](O)C=O)CC1,-11543.4716796875
Nc1[nH]ncc(=O)c1N,-12249.0927734375
CNC(=O)NC[C@H]1CO1,-12417.75
CC(C)(C)[C@@H](O)CC#N,-11003.2060546875
C[C@@]1(CO)C[C@H]2C[C@H]21,-9495.755859375
CC1=CC=CC=C[C@H]1O,-10500.91796875
C[C@H]1OC[C@@H](C=O)[C@H]1O,-12521.6591796875
C[C@@H](C#N)[N@@H+]1[C@@H]2CC[C@@H]21,-10395.4619140625
C#C[C@@H]1[NH2+][C@@H](N)CC1=O,-11341.611328125
O=C1C[C@H]2[C@H]3[C@@H]1C[N@H+]32,-9867.7119140625
CC#C[C@@H](C)N(C)C=O,-10970.0029296875
N#C[C@@H]1[C@H](N)[C@]12CCO2,-11373.4072265625
C1[NH2+][C@H]2[C@H]3N[C@H]3[C@H]3[C@@H]1[N@H+]32,-10797.9140625
CCC1([C@@H](C)CO)CC1,-10597.921875
O=c1cnoc(=O)cn1,-13296.8154296875
O[C@H]1[CH-][C@H]2[C@@H]3[C@@H]4[C@H]2[N@@H+]4[C@@H]31,-10900.474609375
N#C[C@]12[C@@H]3OC[C@H]1N[C@@H]32,-11340.6806640625
C#C[C@]1(C)CC12CCC2,-9521.083984375
C[C@@H]1C=CC(=O)C1,-8396.171875
CC[C@@H]1C=C[C@@H]2C[C@@H]2C1,-9555.361328125
CN(C)c1[nH]ncc1O,-11843.78515625
CC[C@]12CC(C)=C[C@H]1O2,-10533.2060546875
C[C@@]1([C@H]2CO2)C[C@H]2C[C@H]21,-10531.5771484375
C[C@H]1OCC[C@H]1[C@H]1CO1,-11543.0556640625
[NH-]C1O[C@@H]2[C@H](O)[C@]12CO,-12924.416015625
C[C@@H]1[C@@H]2C=CCO[C@H]12,-9463.6640625
N#CC1CCCCCC1,-9993.1484375
COc1cnoc1CO,-12924.84765625
N#CC[C@@H]1OCOC1=O,-12894.380859375
NC(=O)[C@H]1N[C@H]1[C@H]1CN1,-11843.2578125
C#CC[C@@](O)(C=O)CO,-12487.783203125
CCCCC#CC1CC1,-9554.35546875
O[C@@]12[C@H]3C[C@@H]1O[C@@H]2C3,-10440.408203125
CC[C@@H](CO)CNC=O,-12013.857421875
O=CN1C[C@]12C[C@H](O)C2,-11947.193359375
C[C@H]1[C@@H]2[C@H]3[C@H](O)[C@@H]2[N@H+]31,-9898.25390625
O=C1NCC[C@H]1[C@H]1CO1,-11948.5009765625
C#CCC[NH+]1CC(=O)C1,-10935.9970703125
CC1(C)C[C@H]2[C@@H](O)[C@H]21,-9495.8857421875
Nc1[nH]c(=O)ccc1F,-13007.7939453125
COC(C)(C)CC(N)=O,-12014.0966796875
CC(C)n1ncoc1=O,-12386.166015625
C[NH2+][CH+]Oc1ncco1,-12352.79296875
[NH-]C1O[C@@H]2[C@H](O)[C@]12C=O,-12892.23828125
CO[C@H]1CC[C@H]2C[C@H]21,-9496.4365234375
CO[C@H]1CC(C)=C[C@H]1O,-11543.673828125
CC1NC(=O)C(C)(C)[NH2+]1,-11408.9990234375
O=C[C@H]1[C@H]2C[C@@H]1[C@@]21CN1,-10935.060546875
O=C1[C@@H]2N[C@H]3[C@@H]2[C@@]13O,-10844.2255859375
[NH-]c1[cH+]nccnc1N,-11238.3916015625
C[C@@]1([C@]23CC[C@H]2O3)CO1,-11509.3388671875
C#CC1=CCCOC1=O,-11445.91796875
C#C[C@@H](C)OCCCO,-11542.0224609375
CO[C@H]1CC[C@H]1[C@H]1CO1,-11542.2119140625
C[C@H]1O[C@H]2C=CCO[C@H]21,-11510.5107421875
CNC(=O)CC(=O)CO,-12959.69140625
CCC(=O)N1C[C@H]2C[C@H]21,-10969.83984375
CC/N=C(/NC)C(N)=O,-11877.5224609375
C#C[C@@H](CO)COC=O,-12488.1181640625
C[C@]12C[C@H](C1)OCC2=O,-11511.19140625
C[C@H]1C[C@]2(CN2)[C@H]1C#N,-10395.880859375
CC#CCOC=O,-9372.6220703125
C[C@@H](CO)OC1CCC1,-11575.69140625
C1=C[C@H]2C[C@@H](C1)[C@]21CO1,-10499.658203125
O=C1[C@H]2O[C@@H]3[C@H](O2)[C@]13O,-13433.220703125
CC[C@@H](CO)OC=O,-11485.666015625
C[C@H]1N[C@@]2(C)C(=O)O[C@@H]12,-11947.96875
C[C@H]1C=C[C@H]2O[C@H]3[C@@H]1[C@H]32,-10499.4912109375
CC1(C)OC([NH-])[C@@]12CO2,-11947.447265625
C1C[C@H]2[C@H]3C[C@@]24[C@@H]1C[C@@H]34,-9518.19140625
C1O[C@@]23C[C@H]4O[C@@H]2[C@@H]1[C@H]43,-11476.298828125
CC1[NH2+][C@H]([C@H]2CN2)CO1,-11406.8037109375
C#C[C@@H](C#N)CCC=O,-10904.15234375
O=C1[C@@H](O)C=CC12CC2,-11478.5029296875
C[C@H]1C[C@H]2OC([NH-])[C@@]12C,-10969.9111328125
CO[C@@]12COC=N[C@@H]1C2,-11947.291015625
O=C1C=C[C@@H](C2CC2)O1,-11479.1943359375
OCC[C@@H]1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-11508.16015625
OCc1cnccc1F,-12570.3525390625
C1OCC2(CCO2)CO1,-12520.79296875
CCNC(=O)C[NH+]1CC1,-11439.6962890625
Cc1cc(C)n2c1CC2,-9959.8955078125
N#CC(=O)[C@H]1C[C@H](O)C1,-11915.2890625
C[C@@]12CC[C@@H](OC1)[C@H]2O,-11544.0126953125
C#C[C@]12CO[C@H]1CO2,-10406.8369140625
CC#C[C@H]1CCC1=O,-9430.9482421875
N#C[C@H](N)[C@@H](O)C#N,-10742.3974609375
C[C@@]1(C(=O)NC=N)CN1,-11844.1162109375
CC#CCC(C=O)C=O,-11477.9892578125
CC[C@@]1(C)CC[C@@H](O)C1,-10598.927734375
C[C@H]1CCC2(COC2)O1,-11543.3388671875
O=C1NCc2occc21,-11884.2236328125
N#CCc1ccc[nH]1,-9296.205078125
CC1=CN(C=O)C[C@@H]1C,-10971.2978515625
CCC[C@H]1CO[C@H]1C#N,-10969.8466796875
C[C@H]1O[C@H]2[C@H]3O[C@]1(C)[C@H]32,-11509.892578125
CC(=O)[C@H](C)OC(C)C,-11576.83984375
CC1(C)CC([NH-])N1C=O,-11407.9072265625
CC(C)(O)CC(F)(F)F,-15526.7314453125
O=c1cc(F)cc(O)o1,-14089.71484375
CNc1c(O)ncn1C,-11844.62890625
N#C[C@@H](CO)CC1CC1,-10969.919921875
Cc1c[nH]cc1C=O,-9869.9130859375
C[C@@H]1[C@@H]2[C@H](O)[C@H]1C21CC1,-10530.83984375
FC(F)(F)[C@@H]1C=CCC1,-14483.8095703125
C#C[C@@H]1[C@@H]2O[C@H](C)[C@H]12,-9429.1875
[NH-]C1OC[C@@H]2NC[C@]12N,-11843.6083984375
CC[C@]1(C=O)C[C@H](O)C1,-11543.4892578125
COCC(=O)CO[CH+][NH-],-12957.921875
CC1(CC(=O)C#N)CC1,-10937.61328125
CC1=C[C@H]2OC[C@@]2(O)C1,-11510.7861328125
CC#C[C@]12O[C@H]1C[C@H]2O,-11476.47265625
C[C@]1(C=O)N[C@@]1(C)C=O,-11947.876953125
C#C[C@H]1[C@@H](O)C(=O)N1C,-11914.5546875
O=C1NC[C@H](O)C1NO,-13362.3662109375
C[C@H]1[C@@H]2[C@H]3[C@@H]2C(C)(C)[C@@H]13,-9553.8916015625
C[C@H]1O[C@]2(CO)C[C@H]1C2,-11543.0947265625
CC1=CCC(=O)NC=C1,-10938.994140625
CC(C)OC1(C#N)CC1,-10969.9072265625
N#C[C@@H]1[C@@H]2C[C@H]1O[CH+][NH2+]2,-11341.8037109375
COC(C)[NH2+]C1CCC1,-11002.537109375
CC1=C[C@@H]2[C@H](C)[C@@H]2[C@@H]1O,-10532.982421875
O=C1N[C@H]2[C@H]3C[C@H]3O[C@@H]12,-11915.205078125
O=C[C@]1(O)CNC(=O)C1,-12927.212890625
C#C[C@H]1[C@@H](O)[C@H]2CC[N@H+]21,-10934.8955078125
C[C@]12CC[C@H]1[C@]2(O)CO,-11542.5908203125
C1C[C@@H]2COCO[C@H]2C1,-11543.9765625
CC[C@]12C[C@H]1N[C@H]2C#N,-10395.5390625
C[C@@H]1[C@H](C)[N@@H+]1C[C@H]1CN1,-10460.1103515625
O=C[C@]12CC(=O)[C@@]1(O)C2,-12455.9814453125
CCOC([NH-])C[C@@H](C)O,-12013.576171875
Cc1c[nH]c(F)nc1=O,-13007.9296875
COCC[C@@H](O)[C@H]1CO1,-12552.9580078125
C[C@@H](O)[C@H]1C[C@]1(O)C=O,-12521.2373046875
C#CC[C@@H](C=O)[C@@H](C)O,-11510.0517578125
CC1=CNC(=O)N(C)C1,-11408.6416015625
CCO[C@@H]1[C@@H]2CC[C@@H]21,-9495.6484375
C[C@@]1(O)CNC=CC1=O,-11948.8818359375
C[C@]12N[C@H]1C(=O)[C@H]1O[C@H]12,-11914.2626953125
CC(=O)[C@H]1C[C@@]2(C)C[C@@H]12,-10533.009765625
C[C@H]1CN1c1cnno1,-11809.9853515625
CC[C@H]1[C@H]2C[C@]1(CO)C2,-10564.234375
C[C@@H](CC1CC1)[NH+]1CC1,-10023.490234375
C[C@H]1CC[C@H](C#N)OC1,-10970.7529296875
Nc1occc1[C@H]1CN1,-11374.1162109375
CC[C@H]1CC=C[C@H]2C[C@@H]12,-9555.4482421875
C[C@H]1C(=O)[C@H]2[C@@H](O)[C@@]12O,-12488.21484375
NC(=O)N1[C@H]2[C@H]3C[C@@H]1[C@H]32,-11373.3876953125
CCN1C(=O)CC[C@@H]1C,-11004.3056640625
O=C(CO)[C@H]1CC[C@H]1O,-12521.46484375
O=C1[C@H]2O[C@H]2[C@H]2CO[C@@H]12,-12455.298828125
CO[CH+]Nc1cn[nH]c1,-11811.49609375
c1cc2n[nH+]ncc2[nH]1,-11205.4326171875
C[C@@]1(O)C[C@H]2CC[C@]21C,-10565.197265625
CCCc1n[nH]nc1C,-10866.7490234375
CC[C@H]1C=C[C@H]2C[C@@]12C,-9555.3798828125
O=C1[C@@H]2C=CCC[C@H]1O2,-11478.31640625
[NH-]C1C=CCCN1C=O,-11375.3740234375
C[C@H]1[C@H]2O[C@H]3[C@]1(C)[C@]32C,-10531.615234375
C[C@@H](O)c1[nH]nnc1N,-12280.822265625
C[C@@H]1[C@]2(C)OCC[C@]12O,-11543.3203125
CC(C)NC(=O)CC#N,-11408.552734375
C#CC#CC(=O)N1CC1,-10870.2197265625
O=C1OCC2(CC2)C1=O,-12457.177734375
CC(=O)NCC1(C)CC1,-11003.4404296875
CO[C@]12[C@@H]3C[C@H]1[N@@H+]3[C@@H]2C,-10967.220703125
CC1=CC[C@H](C)C12CC2,-9555.5166015625
C[C@@]1(O)C[C@@]12CCOC2,-11543.2333984375
CC[C@H]1C[C@@H](O)C([NH-])O1,-11981.27734375
N/C=N/c1n[nH]cc1N,-11707.92578125
C#C[C@@]1(CO)O[C@@H]1C,-10440.17578125
C[C@@H](N)[C@@]1(C#N)CCN1,-10865.5595703125
CC[C@]1(C)[C@H](C)[C@@H]2C[C@@H]21,-9587.31640625
N#C[C@@]1(O)C=CCCC1,-10938.08203125
C[C@@H](O[CH+][NH-])C(=O)C=O,-12925.912109375
C#C[C@]12CC3(CC3)[C@H]1O2,-10465.203125
CNc1cc(N)oc1C,-11407.517578125
CC[C@@H]1C=CN(C=O)C1,-10971.0986328125
O=C1CC2(CC=CC2)O1,-11479.482421875
Cc1coc(N)n1,-9270.1435546875
C#CCCOC(C)C,-9495.7421875
C[C@]12CO[C@@H]3C[C@H]1[C@H]2O3,-11511.0283203125
N#C[C@@]12C[C@@H](O1)[C@H]2NO,-12316.064453125
C[C@@H](CO)COC(N)=O,-12992.1640625
O=C1C[C@H]2COC(=O)[C@@H]12,-12457.474609375
C[C@H]1C[C@]23C=CC[C@]12O3,-10499.33203125
Nc1cc2n(c1)CCC2,-10397.6259765625
[NH-]C1CC=C(C=O)CO1,-11916.0654296875
[NH-]C1=C(F)NON=N1,-12808.0263671875
C[C@H]1C[C@@]12CC(=O)N2,-9901.2236328125
CCNc1ncc(N)o1,-11844.7900390625
OCCC#CC1(O)CC1,-11509.390625
C#C[C@]12[C@@H]3C[C@H]1[N@@H+](C)[C@@H]32,-9923.9716796875
C[C@H]1C[C@H]1c1cnoc1,-10936.8916015625
N#CC(=O)CC1CC1,-9868.4599609375
C[N@@H+]1CC(=O)[C@H]1C1CC1,-10969.2958984375
CC#CCCC#CCC,-9521.404296875
O[C@]12C[C@H]1CC[N@H+]1C[C@H]12,-10968.8759765625
C1COc2onnc2C1,-12351.9931640625
Nc1cccc(=O)nc1,-11342.7177734375
O[C@]12CC[C@H]1OC2,-9404.3984375
C[C@H]1N[C@H]1c1cnon1,-11809.5888671875
C#C[C@@H](C)OC([NH-])C=O,-11914.4794921875
N#Cc1cc(O)[nH]c1N,-11780.0244140625
C#C[C@]1(CC)OC[C@H]1O,-11509.33203125
O=C1NC=C[C@H]2C[C@@H]12,-9869.439453125
C[C@]1(O)[C@@H]2OC=NC[C@@H]21,-11947.6220703125
C[C@@H](O)COC1COC1,-12553.05078125
C1CC1[C@H]1[C@@H]2CC[C@H]1C2,-9554.5732421875
Cc1nn(C)cc1C#N,-10802.169921875
N=CNc1ncon1,-11179.1982421875
O=C[C@@H]1OC2(CC2)[C@H]1O,-12487.6455078125
C[C@H]1C[C@H]2C[C@H]2[C@H]1C#N,-9960.0107421875
C1=C(CC2CC2)CCC1,-9555.345703125
CC1(C)CC(=O)CC1=O,-11512.505859375
CN1CC(=O)OCC1=O,-12927.513671875
OC[C@@]1(O)[C@H]2[C@H]3C[C@@H]1[C@H]32,-11509.1435546875
C1=C[C@@]23[C@@H]4[C@H]5[C@@H]([N@@H+]42)[C@]53C1,-9890.4423828125
C#CC[C@H](C)C=O,-8394.3798828125
CC(C)c1ncn[nH]1,-9798.095703125
C[C@H]1C[N@H+]1C,-5780.55078125
CC(=O)C1=CCC[C@@H]1C,-10534.3076171875
[NH-]C1N[C@H]([NH-])[C@H](O)[C@@H]1N,-12281.39453125
FC(F)(F)c1c[nH]cn1,-15325.5625
C[C@H]1[C@@H]2[C@H]3C[C@](C)(C3)[C@H]12,-9554.4619140625
C[C@H]1[C@H]2[N@@H+]3C[C@@]2(O)[C@]13C,-10967.703125
N#CC[C@@]12C[C@H]3[C@@H](O1)[C@H]32,-10903.1943359375
CC(C)(O)CC#CC#N,-10937.2255859375
C[C@@H]1[C@@H]2[C@H]1[C@@H]1[C@H](O)[C@H]21,-9461.7685546875
C/N=C(\C)NC(=O)CO,-12418.4404296875
C[C@@]1(C=O)O[C@H]1CO,-11451.966796875
CC1(C)O[C@H]2[C@@H](C#N)[C@H]21,-10936.7666015625
CC1=C(C=O)[C@@H](O)CC1,-11511.9072265625
C[C@@]1([C@H]2CN2)N[C@H]1C=O,-11405.630859375
O=C[C@H]1[C@H]2[C@@H](O)C[N@H+]21,-10877.5595703125
O=C1C[C@H]2COCC[C@@H]12,-11511.2607421875
C/N=C/N1C=NCC1=O,-11812.634765625
CO[C@H]1CC=CC(=O)C1,-11511.638671875
CN(C=O)C(=O)C#N,-11284.5341796875
O=C1[C@H]2C[C@H]2C[C@@]12CN2,-10937.3173828125
C[C@@H]1C=C(C#N)CC1,-8891.591796875
C[C@H]1O[C@@H](CO)C1=O,-11452.2197265625
C#CC(=O)C[C@H](C)OC,-11509.9990234375
C[C@H]1O[C@H]2C[C@]21C1CC1,-10531.55859375
CCOc1c[nH]cn1,-10338.8828125
C#C[C@H](O)CCO,-9404.1435546875
COCCOC1COC1,-12552.6376953125
C[C@H]1[C@@H]2C[C@]2(O)[C@@]12CO2,-11509.41015625
CC[C@H]1OCC[C@@H]([NH-])O1,-11981.21484375
CCN(/C=N/C)C(C)=O,-11440.7041015625
C[C@H]1COCCC(=O)N1,-11981.544921875
CCc1cc(C#N)no1,-11342.1083984375
C[C@@H]1O[C@H]([NH-])C[C@H](C)O1,-11981.4072265625
C[C@@]12[C@H]3C[N@@H+]1C([NH-])[C@@H]2O3,-11372.5439453125
OC1[C@]23CCC[C@@]12CC3,-10532.248046875
O[C@H]1C=Cc2[nH]ncc21,-11341.95703125
C[C@H]1[C@H]2[C@@H]3O[C@]3(C)[C@]21O,-11509.4150390625
[NH-][C@@H]1O[C@]23C[C@H](C2)N[C@@H]13,-11372.26953125
CC(=O)OC[C@@H]1O[C@@H]1C,-12521.8935546875
CC[C@@]12CC[C@H]3O[C@@H]1[C@H]32,-10532.3369140625
O=CC[C@]12CC[C@H]1N2,-9900.091796875
C#CCC[C@@]12CC[C@@H]1C2,-9520.9072265625
C[n+]1ncc([NH-])[nH]c1=O,-12249.5205078125
C[C@@]12CO[C@@H](O1)[C@H]1N[C@H]12,-11947.1796875
C1=Cc2ncoc2C1,-9836.4541015625
CC(=O)[C@H]1CO[CH+][NH2+]1,-10879.7490234375
Oc1ncc[nH]1,-8201.060546875
CCCC[C@H]1CC[C@H]1C,-9620.5859375
O=C1[C@H]2C[C@H]2[C@H]2N[C@@H]12,-9867.7734375
C#C[C@@](C)(CC)CC=O,-10532.431640625
N#CC(O)(C#N)CN,-10742.0537109375
Nc1cnc(C=O)nn1,-12216.1787109375
C[C@]12C[C@H]1[C@H]1CC[C@H]12,-8484.8896484375
OC1CCC2(CC1)CC2,-10565.9931640625
C[C@]12CC=C[C@@]1(C)OC2,-10533.1875
N#C[C@H](O)c1conn1,-12755.7587890625
Cc1nc(O)nc(=O)[nH]1,-12791.95703125
C[C@H]1CO[C@H]2C[C@H]2C1=O,-11511.125
CC[C@H]1COC1[NH-],-8864.7529296875
C[C@H]1CCCC(=O)CC1,-10566.7734375
C#C[C@@]12CC[C@@H](O1)C2=O,-11444.3076171875
C[C@H]1O[C@]2(C)[C@H]1[N@@H+]1C[C@@H]12,-10968.0234375
C/N=C(\C)NC=O,-9302.498046875
C#C[C@@H]1C=CCO1,-8361.2001953125
C[C@H]1[C@H]2[C@H]3C[C@H](C3)[C@@]12C,-9554.103515625
N#C[C@]12CO[C@H]1[C@H]1C[N@H+]12,-11339.5478515625
C#C[C@@](O)(C=O)[C@H]1CO1,-12454.2939453125
N1[C@H]2[C@H]3O[C@H]3[C@@H]1[C@H]1O[C@@H]21,-11913.56640625
CC[C@H]1[C@@H](C)C(=O)N1C,-11003.578125
CCC[C@@H](O)[C@@H](N)C#N,-11439.7939453125
C1[C@@H]2[C@H]1[N@@H+]1C[C@]21[C@H]1CO1,-10934.107421875
Cc1cnn(C)c1N,-9797.6796875
CCCC[NH+]1CC1,-7918.6953125
O[C@]12C=C[C@]3(O)[C@H]1C[C@H]23,-11476.47265625
C#Cc1n[nH]c(CO)n1,-11778.2666015625
CC(C)C1=CC(=O)NC1,-10971.619140625
C[C@@]12CCN1C(=O)OC2,-11948.822265625
CC(C)(C=O)[NH+]1CC1,-9932.9755859375
C[C@H]1[C@H]2CC(=O)O[C@]21C,-11512.1044921875
C[C@@]1(O)[C@@H]2C=C[C@H]1N2,-9899.53515625
Cc1cc(=O)[nH]nc1O,-12353.7412109375
CNc1nc(C)n(C)n1,-11304.0205078125
O[C@H]1C[C@H]2COC[C@H]2C1,-11543.958984375
C[C@H]1COC[C@@H](C)OC1,-11576.2158203125
CC1=COC([NH-])C(=O)O1,-12894.1494140625
O=C[C@@]12C=C[C@H]3C[C@@H]1[C@H]32,-10467.255859375
CC#C[C@@H]1C=CCCO1,-10499.7197265625
C[C@@]1(CC#N)CO[CH+][NH2+]1,-11375.1923828125
N#C[C@@]12[C@H]3[C@H]4C[C@@H]1[N@H+]4[C@H]32,-10329.080078125
N=C(NCC=O)C(N)=O,-12823.140625
C[C@H]1C=Cc2ccoc21,-10468.587890625
COCCCC(=O)C#N,-11948.068359375
Cc1[nH]c(O)c(C)c1N,-11407.9287109375
C[N@@H+]1[C@H]2[C@H]3[C@@H]1C[C@@H]2[N@H+]3C,-10427.0458984375
O=CNCC1(O)COC1,-12958.4091796875
C[C@]12C[C@@H]3[C@@H]4[C@H]1[C@]4(C)[C@@H]32,-9520.9443359375
COc1nonc1OC,-13361.0830078125
Cc1[nH]cc2ocnc12,-11342.8310546875
CC1(C[C@@]2(C)CO2)CC1,-10564.9375
NC(=O)C1=CCOC1=O,-12895.546875
C[C@@H]1[C@H](C)[C@]12COC2[NH-],-10969.755859375
C[C@]12OC[C@H]1[C@H]1[C@@H](O)[C@H]12,-11508.966796875
C#CC#CC1C23CC12O3,-10431.501953125
[NH-]C1C[C@@H](O)CN1C=O,-12385.9853515625
C#C[C@H](C)[C@@H](O)CC=O,-11510.037109375
CC/C(=N\C)NC(C)=O,-11440.84765625
O[C@H]1[C@@H]2[C@H](O)[C@@H]3C[N@@H+]3[C@H]12,-11946.173828125
Cc1cc(=O)c(C)co1,-11480.041015625
Nc1nc2occc2[nH]1,-11779.7041015625
C#CC[C@@H]1CC[C@H](O)C1,-10532.5087890625
FC(F)(F)C12CC(C1)C2,-14482.04296875
O[C@@]12CC[C@H]3C[C@@H]1[C@H]32,-9463.4189453125
O[C@H]1[C@@H]2[C@H]3[C@@H]4N[C@@H]4[C@@H]2[C@@H]13,-10935.0478515625
CC(C)[C@H]1[C@H]2CC[C@]21O,-10564.9775390625
Nc1cnc(O)nc1,-10743.9951171875
C[C@@]12C(=O)NC[C@@H]1[C@@H]2O,-11948.701171875
CC1=CC[C@H]2C[C@@]2(O)C1,-10533.2880859375
CC1=CC[C@H]2C[C@H]2OC1,-10532.7568359375
C[N@H+]1C[C@]1(C)[C@@]1(C)CO1,-11001.3017578125
O=C1C=Cc2cccn21,-10874.1162109375
O=C1CNC2(CC2)C1=O,-11915.412109375
C[C@H]1N[C@H]2CO[C@@H]1C2=O,-11947.900390625
N#Cc1c[nH]c(O)c1,-10274.099609375
CC#C[C@H](C=O)CO,-10441.1962890625
C[C@]12COC=N[C@H]1CN2,-11406.701171875
CC#C[C@H]1CNC(=O)O1,-11915.9013671875
C[C@H]1[C@H]2C[C@]3(CC[C@H]13)C2,-9554.1318359375
N#C[C@]12CC[C@@H]3[C@H]1C[C@@H]32,-9926.48046875
C[C@@]1([C@H]2CCC2=O)CN1,-10969.5361328125
CNC(=O)[C@H]1N[C@H]1C#N,-11811.6611328125
COC[C@@](C)(O)[C@H]1CO1,-12553.12890625
N#C[C@@]1(N)[C@@H]2C[C@@H]3[C@H]1[N@@H+]32,-10799.138671875
C[N@@H+]1CC(=O)O[C@H]2C[C@H]21,-11948.0
CC1=CC[C@@H](O)C1,-8428.14453125
c1onc2onnc12,-11685.4296875
O=C1C[C@H]2C[C@H]2N1,-8832.8720703125
C1CC[C@]23C[C@H]2C[C@@H]3C1,-9555.1240234375
C[C@@H]1C[C@H](C)[N@H+]1CC#N,-10429.08203125
C1C[C@]12O[C@@H]1C[C@H]2C1,-9462.9892578125
C1C[C@@H]2CC[C@H]3O[C@@]23C1,-10533.4892578125
C#CC(=O)[C@@H]1NC1(C)C,-10936.154296875
C[C@@]1(CC=O)[C@H]2CC[N@H+]21,-10968.9765625
O[C@H]1C[C@H]2C=CCC[C@H]21,-10533.154296875
CC[C@H]1[N@H+]2CC[C@@]12C=O,-10969.126953125
C1=C[C@H]2O[C@@H]1C[C@H]1O[C@@H]21,-11477.724609375
C[C@@H]1[C@@H]2[C@H]3C[N@@H+]2[C@@H]13,-7851.39990234375
O=COCC(=O)N1CC1,-12925.9921875
[NH-]C1ON=C(N)N=C1O,-13226.0068359375
CC1([C@@H](N)C#N)COC1,-11406.3271484375
C[C@]12C[C@H]1[C@H]1O[C@H]1CO2,-11510.0341796875
C[C@@]12C[C@@](C#N)(O1)[C@H]2N,-11372.9091796875
C[C@H]1O[C@H]1C[C@H]1CCO1,-11542.5224609375
CC[C@@]1(C#N)N[C@H]1C#N,-10800.748046875
CC[C@@]12C[C@@H]3C[N@@H+]3[C@@H]1C2,-9991.2197265625
NC(=O)[C@@]12C[C@H](O)[C@@H]1C2,-11947.9794921875
C1O[C@@H]2CN3NN[C@H]1[C@H]23,-11775.47265625
CCCC(=O)C(F)(F)F,-15494.208984375
CO[C@@]1(C)C[C@@]2(C)O[C@H]21,-11542.4169921875
CCCCNC=O,-8898.2158203125
O[C@H]1[C@H]2C[C@@H]1[C@H]1CC[C@H]12,-10532.142578125
C[C@]1(CO)CN=COC1,-11980.7255859375
C[N@H+]1C[C@H]1CNCC#N,-10864.9267578125
O=C1NC[C@H]2N[C@@H]12,-9269.27734375
CC[C@@](C)(CO)[C@@H](C)O,-11608.7236328125
CC[C@@](C)(CO)C(C)C,-10631.029296875
C[C@@]1([C@@H](O)C=O)CO1,-11451.98046875
CCN(C=O)CC=O,-10912.3447265625
O[C@@]12[C@H]3[C@@H]1[N@H+]1C[C@@H]2[NH2+][C@@H]31,-11337.294921875
CC(=O)NC1(C)COC1,-11980.8984375
C#CCNC(=O)CO,-10878.1962890625
O=C(CO)C1COC1,-11451.955078125
C1CC1[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,-10497.466796875
O=COCc1ccc[nH]1,-11916.7138671875
C#CC#C[C@H]1COCO1,-11443.7783203125
C1=C[C@H]2N[C@@H]1[C@]21CN1,-9324.9814453125
N#CC1(C#N)CNC1[NH-],-11205.0625
C#C[C@@H](C)O,-6288.587890625
C1[C@@H]2[C@@H]3O[C@@H]4[C@H]1[C@H]2[C@@H]43,-9429.26171875
COC[C@@H]1C(=O)C[N@@H+]1C,-11979.744140625
C[C@H]1COCCO/C=N\1,-11980.2841796875
CNC[C@](C)(C#N)NC,-10898.3740234375
C#CCc1c[nH]c(=O)[nH]1,-11342.3515625
C[C@H]1[N@H+]2C[C@H]2CC1(C)C,-10024.5244140625
O=COC[C@H]1C[C@H]2N[C@@H]12,-11947.025390625
CN1C[C@@H](CO)NC1=O,-12418.7333984375
N#CCOC1CCC1,-9900.6806640625
C1=C[C@@H]2OC[C@@H]3[C@H](C1)[C@@H]32,-10500.36328125
C#CCC#CC=O,-8327.92578125
C#C[C@@H]1[C@H](O)C12COC2,-11475.919921875
C[C@@H](O)[C@@H](O)[C@@H](C)C=O,-12554.365234375
