smiles,G
C1=C(C2CC2)[C@H]2C[C@@H]1O2,-10499.7841796875
C[C@H]1OC[C@H]1CNC=O,-11981.9462890625
C[C@@]1(C=O)C[C@@]12CCO2,-11511.541015625
C[NH+](C)Cc1nnon1,-12280.1630859375
Cc1cc(=O)c(N)n[nH]1,-11813.8486328125
CC[C@@H](O)[C@@H](C)[C@@H](C)O,-11610.287109375
O[C@H]1[C@H]2C[N@H+]3[C@@H]1C=C[C@@H]23,-10937.17578125
N#CCCNCC=O,-10339.3544921875
[NH-][C@@H]1O[C@H]2C[C@@H]3[C@H]2N[C@@H]31,-11374.5400390625
C#C/C(=N\O)[C@@H]1N[C@@H]1C,-11372.6416015625
O[C@H]1Cc2c[nH]nc2C1,-11376.0927734375
C[C@H]1CC=C[C@H](C#N)C1,-9961.7392578125
C[C@H]1[C@@H]2[C@H]3[C@]2(C)O[C@]31C,-10533.0205078125
C[N@@H+]1C[C@@]23CC[C@@]12CO3,-10968.4306640625
O[C@]12C[N@@H+]3[C@H]1[C@@]1(CO1)[C@@H]32,-11912.6962890625
CC[C@@]1(C)CC[C@H]1C#N,-9993.841796875
O=CO[C@]12C[C@H]1OC2=O,-13435.14453125
C[C@]12CC(=O)[C@@H]3[C@H](C1)[N@@H+]32,-10938.365234375
CC1=C(C)C(=O)OCC1,-11513.76953125
CC[N@@H+]1[C@H](CCO)[C@@H]1C,-11035.6064453125
CCCCOCC1CC1,-10599.23828125
C[C@@]1([C@H]2C[C@H]2C#N)CO1,-10938.0986328125
C[C@@]12[C@H]3[CH-]C[C@]1(C)[N@@H+]2C3,-9957.669921875
CCO[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,-11948.47265625
N#C[C@H]1O[C@H]2C34OC23[C@H]14,-11881.7763671875
C#C[C@@H]1CC(=O)C=C1N,-10906.201171875
CC[N@H+]1[C@@H]2C=C[C@H]1C2=O,-10937.5244140625
C#CC(=O)[C@@H]1O[C@@H]1CO,-12455.6591796875
CCC1=CCNCC1=O,-10971.9599609375
C#C[C@@H]1[C@@H]2C[C@@H](NO)[C@H]12,-10902.8291015625
C[C@H]1[C@H]2C[C@H]2C[C@@]12CO2,-10533.73046875
CC(C)OC1C[NH+](C)C1,-11035.7587890625
O=C[C@H]1[C@@H]2C[C@H]1[C@H]2O,-10441.4736328125
CC(C)[C@]12CC[C@H]1OC2,-10566.1533203125
N#Cc1cncnc1,-9701.8349609375
C1O[C@@H]2[C@@H]3C[C@H]1CO[C@@H]32,-11511.48046875
OC[C@]12[C@@H]3C[C@H]1[C@@H]3[C@@H]2O,-11509.708984375
C[C@H]1O[C@H]2C[C@]1(C)C2=O,-11511.9833984375
O=C1N2C[C@H]2C12CC2,-9868.39453125
CCC(C#N)C#N,-8260.2158203125
O[C@H]1C[C@H]2C[C@]3(CN3)[C@H]21,-10969.3271484375
C1CCC2(C1)C[C@@H]1C[C@@H]12,-9556.0107421875
O=C[C@H]1C[C@H]2CC[C@@H]1O2,-11512.666015625
CC(=O)C1CC2(CC2)C1,-10534.201171875
O=c1cncc(F)[nH]1,-11939.4111328125
C[C@H]1OCc2nn[nH]c21,-11812.0751953125
CCC[C@@H](O)COCC,-11610.1748046875
C#C[C@@](C)(O)C1(O)CC1,-11510.5283203125
O=C1O[C@H]2C[C@@]12[NH+]1CC1,-11915.1298828125
C[C@@]1(C#N)C[C@H]1[NH+]1CC1,-10396.841796875
C[C@H]1[N@H+]2CC(=O)[C@@]12C#N,-11342.2861328125
C[C@]12C[C@@H]3[C@H]1[C@H]2O[C@@H]3[NH-],-10938.1845703125
OC[C@@H]1[C@@H]2[C@H]3C[N@@H+]2[C@@H]13,-9898.927734375
CC#CCCCCO,-9497.3369140625
COC[C@@]1(O)C[C@H]1OC,-12554.044921875
C[NH+]1CC(NC=O)C1,-10371.685546875
CCc1onnc1OC,-12385.4091796875
C[C@H]1CC[C@@H]2CO[C@H]1O2,-11545.3408203125
O=C[C@@]12C[C@H]3C=C[C@@H]1[N@H+]32,-10904.8935546875
CCCC(=O)OC1CC1,-11545.568359375
OC[C@@]12CC[N@@H+]1C2,-8864.1806640625
Cc1cnoc1N(C)C,-11407.90625
N#CC1(CN)OCCO1,-12385.9736328125
C[C@H]1OCC[C@H](C=O)O1,-12522.990234375
CC(=O)c1ccco1,-10411.8095703125
C[C@H]1O[C@@H]2CC[C@@H](C2)O1,-11545.333984375
Cn1cnnc1,-7660.34716796875
CC[C@]12C[C@H]1[C@@]1(O)C[C@H]12,-10532.248046875
O[C@]12[C@@H]3[C@@H]4C[C@H]1[C@@]2(O)[C@@H]43,-11477.6650390625
C[C@@]12CO[C@@H](CO1)[C@H]2O,-12522.478515625
C[C@@H]1C(=O)O[C@@H]1CC#N,-11917.6005859375
C[C@H]1[C@H]2O[C@H](C=O)O[C@@H]12,-12489.3251953125
O=C[C@]1(O)COC12CC2,-12489.0673828125
CC[C@@H](O)C[C@H]1C[C@H]1C,-10599.4755859375
C1C[C@H]2[C@@H]1[C@@]21C[C@H]2N[C@H]21,-9958.275390625
CNc1ocnc1C#N,-11780.9384765625
CC[C@@H](O)[C@H]1O[C@H]1CO,-12554.5234375
CC1(C)N[C@@]12CCOC2,-11003.4775390625
O[C@@H]1C[C@]23CC[C@@]2(C1)N3,-10969.8203125
Nc1cnncn1,-9133.888671875
C[C@H]1N[C@@]12CC[C@H]1O[C@H]12,-10970.4091796875
N#C[C@@]12C[C@H](C=O)[C@@H]1O2,-11882.962890625
CCC1=CC[C@@H](C)CC1,-9590.05859375
CC[C@@H]1[C@@H]2N[C@H]1C2=O,-9900.5966796875
Oc1nc[nH]c1[C@H]1CN1,-11812.6826171875
Nc1nccc(C=O)n1,-11781.7568359375
O=c1[nH]ncnc1CO,-12790.865234375
[NH-]C1NC(=O)[C@@]2(O)C[C@@H]12,-12354.3359375
C#CC[C@@H]1CCN1C=O,-10937.90625
C[C@H]1[C@@H](O)[C@H]1C#CCO,-11510.7431640625
C[C@H]1[C@@H](O)CCO[C@@H]1[NH-],-11982.2490234375
CC(=O)CCCC(C)=O,-11546.3232421875
C/C(C[C@@H](C)O)=N\O,-10944.3896484375
C1=C[C@H]2CC[C@@H](C1)OC2,-10534.5966796875
N#CCCOCC1CC1,-10971.0400390625
C[C@H]1C[C@@]2(C#N)N[C@@H]12,-9327.80859375
OCc1cnc(CO)[nH]1,-12386.6796875
CC1=C[C@H]2O[C@@]2(C=O)C1,-11479.455078125
C[C@]12CC=C[C@@H]3C14OC342,-10500.05859375
C1C[C@H]2[C@@H]1[C@H]2[C@H]1CO1,-9463.4755859375
C#C[C@@]1(O)C=CCC1,-9431.673828125
O=CN1C[C@@]2(O)C[C@@H]12,-10879.25390625
[NH-]C1Cc2cnoc2N1,-11779.673828125
CO[CH+][NH2+]CC1CC1,-9934.1044921875
C#C[C@]12C[C@H](C)[C@H](C1)C2,-9522.7431640625
CCCCOCC=O,-10508.513671875
O=CN[C@H]1C[C@H]2OC[C@@H]12,-11948.6435546875
C#C[C@@H]1[C@H](O)[C@@H]1C#CC,-10466.8603515625
O=CN[C@H](CO)C1CC1,-11981.931640625
O=CCOC12C[NH+](C1)C2,-11946.7421875
[NH-][CH+]OC[C@@H]1C[C@@H]1O,-10911.876953125
CC1(C)[C@]2(C)C[C@@]1(C)C2,-9588.193359375
CN[C@H](C#N)CCC=O,-11408.392578125
CO[C@]12CC[C@H]1C2(C)C,-10565.9287109375
C[C@@]12C[C@H]3[C@@H]([C@H]1O)[N@H+]32,-9900.6064453125
C[C@H]1[C@H]2COC[C@@H]12,-8428.4921875
CC[C@@]1([C@H]2CO2)CN1,-9933.404296875
C[NH2+]C1NC([NH-])CO1,-10776.8759765625
CCNC(=O)C1CCC1,-11004.74609375
CCOC[C@H]1C[C@H]2C[C@@H]12,-10565.90234375
C#C[C@]1(C(C)=O)O[C@@H]1C,-11478.52734375
O=C1C[C@@H]2C[C@@H](CO2)O1,-12491.21484375
CC#C[C@H]1O[C@H]1CO,-10441.607421875
C#C[C@@]12C[C@H](C)[C@@H]1N2,-8889.5546875
CCO[C@H]1[C@@H](O)[C@H]1C=O,-12521.9736328125
CC1=C[C@H]2CN2C(=O)C1,-10939.048828125
CO[C@H]1OCC(=O)C1=O,-13467.953125
C#C[C@H](C)C12C[NH+](C1)C2,-9957.5703125
CC1=C[C@H]2N[C@H]2CC=C1,-9960.3173828125
CO[C@]1(C)C(=O)C[C@@H]1O,-12522.4326171875
OC[C@H]1C[C@H]2OCC=C12,-11510.955078125
CO[C@H]1C[C@H]1C(=O)C=O,-12489.666015625
CC1(C)C[C@H]2C=CC[C@H]21,-9556.6328125
C[C@H]1O[C@]12[C@@H]1C[C@H]2[C@@H]1O,-11510.0810546875
CC[C@@H](C)[C@H]1[C@H]2CO[C@H]21,-10565.77734375
C[C@@H]1C=C[C@H](C=O)C1,-9465.84765625
C#Cc1nc[nH]c1CO,-11342.859375
CCC(=O)[C@@H](O)C(N)=O,-12961.3408203125
[NH-]C1=C[CH+]NC(=O)CO1,-12354.5361328125
C[C@@]12O[C@H]3C[C@@H]1C[C@H]3O2,-11512.0625
COc1noc(CO)n1,-13363.6650390625
C[C@@]12C[C@]1(O)CCCO2,-11544.55078125
C[C@@H](O)C#CC(C)(C)O,-11544.0703125
C1=C[C@H]2[C@H]3O[C@@H]1O[C@@H]23,-10409.8251953125
C#Cc1ncc(C)n1C,-10365.3876953125
c1ncc2c[nH]nc2n1,-11207.564453125
C[C@]12C[C@H]1[C@H](NO)CO2,-11947.7177734375
C[C@H]1C[C@H]2CO[C@@H]1[C@H]2O,-11544.9560546875
O=Cn1ccc(O)n1,-11285.30078125
CC1=C[C@@H](C)C[C@H]2C[C@@H]12,-9556.7490234375
CO[C@H]1[C@@H](C)[C@H]1O[CH+][NH-],-11980.7177734375
C1C[C@@]2(CO2)C2(CC2)O1,-11511.1005859375
C[C@]12C(=O)O[C@H]1[C@H]1C[N@H+]12,-11915.37109375
CC(=O)NC1(C=O)CC1,-11950.0185546875
C/N=C(\CO)NC(C)=O,-12419.7568359375
COCCC#CC=O,-10442.1669921875
C[C@H]1C=C[C@@]2(CO)C[C@@H]12,-10534.0224609375
[NH-]c1[nH+]c(N)cnc1O,-12250.6142578125
CC[C@H]1CC=CC1NO,-10970.7412109375
C[N@@H+](CC#N)C[C@H]1CO1,-11407.267578125
N#C[C@H](C(N)=O)[NH+]1CC1,-11812.6484375
C[C@]12N[C@@H]3[C@H]1[C@]3(O)C2=O,-11914.693359375
COc1ncccn1,-10307.9013671875
CCC1(NC=O)CC1,-9935.279296875
CCc1cccc(C)n1,-9962.87109375
CC1(C)C[C@H]2C[C@H]2O1,-9497.775390625
C#C[C@@H]1[C@@H]2CC[C@]12O,-9430.6083984375
N#C[C@@]12C[C@H]3C[C@@H](C1)[N@H+]32,-10363.7939453125
C[C@@]1(O[CH+][NH-])C[N@H+]2C[C@H]21,-11406.6201171875
O=Cn1cncn1,-9675.138671875
N#CC[C@H]1NC(=O)[C@H]1O,-12354.1552734375
CC[C@H]1CC=CC(=O)C1,-10535.5205078125
C#CCNC(=O)C#CC,-10905.109375
O[C@H]1[C@@H]2[C@H]1[N@@H+]1C[C@H]21,-8830.013671875
CCC[C@@](C)(O)CC,-9563.662109375
C#Cc1ccon1,-8766.494140625
Cc1[nH]c([NH-])c(O)c1C,-11376.90234375
Cc1cncn1C(N)=O,-11814.6171875
C[C@H]1OC(C)(C)[C@@]12CN2,-11003.0615234375
C[C@@]1(C=O)OC12COC2,-12489.015625
Nc1ocnc1N1CC1,-11812.255859375
CC(=O)C1CC=CC1,-9466.138671875
CCC(=O)CC1COC1,-11544.8603515625
CNc1cc[nH+]c(O)c1,-11376.41796875
C#CC#C[C@@H]1O[C@@H]1CC,-10466.9580078125
Cn1ccc(CC#N)c1,-10366.3779296875
CNC(=O)C1(C=O)CC1,-11950.1796875
C1[C@@H]2OC[C@@]34C[C@@H]([C@H]23)[N@@H+]14,-10936.2646484375
CC(=O)C[C@@H](O)CCO,-12555.7177734375
C[C@H]1OCC[N@H+]2C[C@@]12C,-11003.3369140625
CCCC(C)(C)C(N)=O,-11037.9453125
[NH-][C@H]1CCOCC(=O)N1,-12386.953125
Nc1nocc1CC=O,-12353.4814453125
C1C[C@]23N[C@H]2C[C@@H]3CO1,-10970.1328125
c1nnn2c1CNCC2,-11271.54296875
CC[C@H]1C[C@@H](CCO)O1,-11577.109375
CC1=C[C@@](C)(O)[C@H]2C[C@@H]12,-10534.3330078125
C#CC1=C[C@H]2C[C@H]2C1,-8421.130859375
C[C@@H]1C(=O)CCN1C=O,-11950.654296875
OC[C@H]1[C@H]2N[C@H]2[C@@]12CN2,-11405.6318359375
O=C1CC2(CC2)C[C@@H]1O,-11512.5146484375
O[C@@H]1C=C[C@H]2C[C@@H](C1)C2,-10533.8486328125
COC[C@H]1C=C[C@H]2O[C@@H]12,-11511.22265625
C#CCC1CCCCC1,-9556.3046875
Cc1cc(N)oc1C#N,-11344.3046875
CC(C)c1n[nH]nc1O,-11845.5927734375
CC1=CCOC(=O)OC1,-12490.79296875
O[C@H]1CC[C@H]2OCO[C@@H]12,-12522.71875
N#CC[C@H]1CCCCO1,-10972.0654296875
N#CCOC(=O)[C@H]1CO1,-12894.4423828125
C#CC(=O)[C@@H](C#C)C#N,-10838.8798828125
C[C@H]1N[C@H]1[C@H]1COC1=O,-11948.9560546875
CC1(C)N[C@H]1[C@@]1(C)CN1,-10461.7763671875
C[C@H]1O[C@H]2C[C@@]2(C=O)O1,-12489.7880859375
C[NH+](C)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,-11407.3828125
CNc1cnccc1O,-11376.94140625
[NH-]C1=C2NNNC2CN1,-11675.689453125
O=CCOC(=O)[C@H]1CN1,-12927.1494140625
CO[C@]1(C#N)[C@H](O)[C@@H]1O,-12926.037109375
O=C1CCC[C@H]2C[C@H]2N1,-10971.923828125
Oc1c[n+]2[nH]nnc2[nH]1,-12653.14453125
Cn1cnc2ocnc21,-11780.6484375
C[C@@H](O)[C@H](C=O)O[CH+][NH-],-12959.5341796875
CC[C@H]1[C@H]2C[C@@H]1[C@H]1O[C@@H]21,-10532.8662109375
COCC[C@@H](C)O,-9471.7392578125
OCCC[C@H]1[C@@H]2C[C@H]1C2,-10565.302734375
O[C@H]1C=C[C@H]2C=C[C@@H]1O2,-11479.0771484375
[NH-]C1OCCC12CC2,-9902.42578125
Cc1ocnc1N(C)C,-11408.857421875
Cc1c(N)cnn1C,-9798.7607421875
O[C@H]1CCOC12COC2,-12521.88671875
O=CO[C@@H]1C(=O)N2C[C@H]12,-12893.9091796875
C[C@H]1C[C@@]2(CO)O[C@@H]12,-10474.609375
COC[C@H]1C[C@H](OC)C1,-11576.5400390625
O=C1CN[C@]12[C@H]1C[C@@H]2C1,-10936.79296875
O=C1CCN=COC1,-10880.2822265625
CCNCC(F)(F)F,-13917.5458984375
C#C[C@H](O)C12CC(C1)C2,-10499.0205078125
CC1=N[C@H]2CC[C@H]2CO1,-10971.56640625
CC1=C[C@H]2CO[C@@H]1C2,-9465.21875
C[C@H]1C=C[C@]2(O)[C@H]1[C@@H]2O,-11511.625
O=C1/C=C\NCCNC1,-11407.94140625
N#CC[C@@H](C=O)NC=O,-12354.55859375
C#CC[C@@H]1O[C@@H]1C(C)=O,-11478.3515625
N#CCOc1ncno1,-12757.474609375
c1cnc(C2CC2)nc1,-10366.185546875
O=C[C@H]1C[C@H]2CCC=C21,-10501.3447265625
C[C@H]1C[C@]2(C1)[C@H](O)[C@@H]2O,-11543.759765625
C[NH+](C)C1(C#N)CNC1,-10866.330078125
C[C@@]12C[C@H]3C[C@]1(C)[C@H]32,-8486.2216796875
CC1(C)[C@H](CC=O)[C@@H]1O,-11544.7802734375
CN1C[C@H]2CO[C@H]2C1=O,-11949.533203125
O=CCC(=O)[C@@H]1C[C@@H]1O,-12490.23828125
COC(=O)CN(C)C=O,-12961.103515625
CC[C@]1(O)C[C@@]2(CO2)C1,-11543.943359375
CC#CCCCOC=O,-11512.2744140625
O=C1CCC[C@]2(CN2)C1,-10971.5009765625
C#C[C@@]12C[N@@H+]1C[C@@]2(C)O,-10936.2021484375
OCC1=C[C@H]2C[C@@H]1C2,-9463.9912109375
CO[C@@]12CC[C@H](O)[C@@H]1C2,-11544.30859375
O=C1CCC[C@H]2C[C@H]2O1,-11512.6025390625
CCC[C@H](C=O)O[CH+][NH-],-11981.9912109375
CC1=C[C@H]2CC[C@@]2(C)C1,-9556.865234375
O=C1N[C@@H]2[C@H]3CO[C@@H]2[C@@H]13,-11916.4404296875
C[C@H]1C[C@@H](O)COC1=O,-12523.7705078125
C[NH2+][CH+]OCC(C)=O,-10912.95703125
c1onc2c1OCO2,-11823.951171875
Nc1coc(CC=O)c1,-11917.2412109375
O=C1O[C@H]2C[C@@H]3O[C@H]2[C@H]13,-12457.517578125
CC[C@H]1CC=C[C@H]2O[C@@H]12,-10534.208984375
CC1=C[C@H]2C[C@@H]1C2,-7417.46533203125
C[C@H]1C[C@H](C#N)OC1[NH-],-11376.5146484375
CC[C@H]1CC(C)=C[C@H]1C,-9589.9150390625
C#C[C@H]1OC[C@H](C=O)O1,-12456.1044921875
COc1occ(C)c1O,-12490.3271484375
CCCCO,-6356.0224609375
C[C@@]12CC[C@]1(O)CC2=O,-11512.025390625
C#CC#C[C@H](CO)OC,-11477.44921875
O=CCC[C@H]1CN1C=O,-11949.068359375
C[C@@]1([C@H](C#N)C=O)CO1,-11916.318359375
Cc1ccnccc1=O,-10906.966796875
O[C@H]1C[C@H]2C[C@H]3C[C@@]12C3,-10532.810546875
CC1=C[C@@H](C)O[C@H]1C,-9498.4609375
O[C@@]12CCCO[C@@H]1CC2,-11544.58984375
C#C[C@@H]1OC([NH-])C[C@@H]1C,-10938.2607421875
C[NH2+]C1CC2(CC2)O1,-9901.5361328125
C[C@@]12C=C[C@@H](C1)OC2=O,-11480.486328125
CCCC(=O)O[CH+][NH2+]C,-11982.9541015625
C[C@H]1C[C@@]12COCO2,-10475.193359375
C[C@H]1OC[C@H]2C[C@]21CO,-11544.513671875
O=C1C[C@@H]2CC(=O)[C@@H]2O1,-12458.544921875
C[C@H]1[C@H]2O[C@H]([NH-])[C@]21N,-10338.1455078125
C#CC[C@H]1CCO1,-8394.568359375
C[C@H]1C[C@@H](O)[C@]1(C)O,-10508.171875
CC#CC(=O)[C@@H](O)C#N,-11883.673828125
CC(=O)[C@H]1C[C@H]2C[C@@H]1C2,-10534.5810546875
N#C[C@H]1C[C@H]([NH+]2CC2)C1,-10396.83203125
O=C[C@H]1NC(=O)N2C[C@@H]12,-12353.853515625
C#CCCc1ccoc1,-10468.7421875
CCO[C@H]1CC=C[C@H]1C,-10567.1943359375
C#C[C@H]1C[C@H]([C@@H](C)O)O1,-11510.6689453125
[CH+]1[NH2+][C@]2(CC2)[C@@]2(CC2)O1,-10938.01953125
C[C@]12[C@@H]3[C@H]4[C@H](C(=O)N41)[C@@H]32,-10903.8505859375
C[C@@H]1C=C2C=CC[C@@H]2O1,-10501.9287109375
C[C@H]1OC[C@H]2[N@@H+](C)[C@@]12C,-11003.3369140625
NC(=O)Oc1cc[nH]c1,-12355.302734375
OC[C@@H](O)[C@]12CC[C@H]1O2,-12521.23046875
N#C[C@H]1C[C@H]2C[C@H](C2)O1,-10938.3564453125
CCC1OC(=O)C(=O)O1,-13469.853515625
CC1(OC=O)C23CC12O3,-12488.3896484375
O=CO[C@H]1C=C[C@@H](O)C1,-12490.69140625
N#CCCOCCC#N,-11376.14453125
C[C@H]1[C@H]2[N@@H+]1C[C@H]1C[C@]12O,-10970.0615234375
C[NH2+][C@H]1OC[C@H]1NC=O,-12386.4794921875
CNc1cc(=O)onn1,-12789.8828125
C[C@H]1O[CH+][NH2+][C@H]1[C@H]1CN1,-11407.798828125
CCN(C=O)CC#N,-10340.1259765625
C[C@H]1CNC(=O)N2C[C@@H]12,-11408.6953125
CC[C@@H]1C[C@@H]1[C@H](O)CC,-10599.48828125
OC[C@@]12CN=CO[C@@H]1C2,-11948.6279296875
C#C[C@]12C[C@H]1CCCO2,-10500.203125
O=CCO,-6231.94921875
O=C1CC[C@H](NO)C1,-10879.8203125
C[C@@]1(C#N)OCC([NH-])O1,-12354.046875
O=CO[C@]12C[C@H]1[C@H]1O[C@H]12,-12455.28125
CC[C@H]1C=C[C@H]2[C@@H](O)[C@H]21,-10533.984375
CC(C)(C(N)=O)C1CC1,-11004.6142578125
Cc1cc(=O)[nH]cc1O,-11918.3671875
Oc1nnn2c1CC2,-10742.1865234375
OC[C@H]1CC(NO)CO1,-12958.4189453125
C/C(=N\O)C(C)(C)CO,-12013.3837890625
CC[C@H]1C[C@@H](C#N)[N@@H+]1C,-10430.2373046875
O=C1O[C@H]2COC=N[C@@H]12,-12894.9833984375
CC[C@@H](O)[C@H]1C[C@H]1C#N,-10971.3349609375
O=C1[C@H]2CC[C@@H]3C[N@H+]2[C@H]13,-10937.7333984375
CCc1n[nH]cc1C,-9362.2236328125
CC1(C)CO[C@H]1C#N,-9902.056640625
O=C1N[C@H]2CN[C@H]2C1=O,-12353.81640625
CC(=O)OC1C[NH+](C)C1,-11982.07421875
C[NH2+]C1ON=CC=C1F,-13006.3388671875
N#C[C@@]12C=CC[C@@H]1CN2,-10364.873046875
C1=CC[C@@H]([C@H]2CO2)CC1,-10534.0419921875
C#CC(=O)N(C)CCO,-11948.6240234375
OC[C@]12C[C@]3(O)C14OC432,-12486.986328125
O[C@H]1C[C@H]1[NH2+]C1CCO1,-11948.26953125
CN1C[C@@]2(C)N[C@H]2C1=O,-11408.7421875
Nc1nc(=O)nc(N)o1,-13229.4638671875
O[C@H]1CCC2(CCC2)C1,-10566.9462890625
Cn1ccnc1,-7223.97607421875
C1C23OC12C31C23CC21O3,-11475.0263671875
C[C@@H]1C[C@@]2(N[C@@H]2C)[C@@H]1O,-11003.01953125
C1=C[C@@]23COC24C[N@H+]3[C@H]14,-10900.83203125
Cc1cc(N)c(O)n1C,-11408.9287109375
N#C[C@@]12CCC=C1CO2,-10905.1591796875
C[C@]12C=C[C@@H]3C[C@H]1[N@@H+]3C2,-9959.314453125
C1=CCC(CC2CC2)C1,-9556.40625
N#CC1(C=O)COC1,-10846.984375
O=C[C@@]12CCC[C@@H]1CC2,-10534.6953125
CN1C[C@H]2OC[C@H]2C1=O,-11949.7080078125
C#C[C@@]1(C)[C@@H]2[C@@H](C)C[N@@H+]21,-9958.4716796875
CNc1cncnc1N,-11273.0048828125
CN(C=N)c1cnno1,-12248.83984375
C[C@@]1(O)[C@H]2[C@H]3C[C@]1(C)[N@H+]32,-10969.8203125
N#Cc1cc2n(c1)CC2,-10332.91015625
OCC1=CCOC=NC1,-11948.73828125
N#C[C@@]12CC[N@@H+]1C[C@@H]2O,-11374.3994140625
O=C1OC[C@H]2CCN12,-10880.6259765625
CC[C@@]1(C#N)C[C@H]2C[C@H]21,-9960.3837890625
COCC#CC(N)=O,-10879.62890625
CC#C[C@H]1CCO[C@H]1C,-10534.015625
O[C@@]12C=CC[C@@H]1COC2,-11512.390625
CO[C@H]1C[C@@]2(C)CO[C@@H]12,-11543.46484375
CCC[C@@H](C#N)[NH+]1CC1,-10429.880859375
C[C@H]1[C@]2(C)C[C@@]1(C=O)C2,-10533.41015625
C[C@H]1C[C@H]2[C@@H]1N2C(N)=O,-11408.0654296875
C[C@@H]1C[C@@H](C=O)C[C@@H]1C,-10567.8251953125
C#C[C@]12CC[C@H]1C(=O)N2,-10905.0595703125
O=c1ccc(CO)c[nH]1,-11918.140625
C1C[C@H]([C@@H]2C[C@@H]3C[N@@H+]32)O1,-10969.171875
CC[C@@]12C[C@@H]3C[C@@H]3[C@@H]1C2,-9556.01171875
N#C[C@]12CC[N@@H+]3[C@H]1C[C@@H]32,-10363.7451171875
CC#C[C@H](C#N)CCO,-10938.150390625
Nc1[nH]nc2c1CCC2,-10835.298828125
C[C@@]1(C2CC2)CC(=O)O1,-11512.7392578125
C[C@H]1N[C@@]1(C=O)CCO,-11981.3349609375
C[C@@H](C=O)[C@@](C)(O)C#N,-11949.650390625
C[C@]12C[C@@H]3O[C@H]1C[C@H]2O3,-11512.0830078125
CC(C)(C=O)C(=O)C#N,-11917.236328125
O=C1[C@@H](CCO)[C@H]2O[C@@H]12,-12488.8759765625
C[NH2+]C1C[C@H]2C[C@H]2O1,-9902.1181640625
C[NH2+]C1OC[C@]1(C)O,-10912.4921875
CCc1c(O)n[nH]c1O,-12386.796875
C1C[C@]23C[C@@H]4[C@H]2[C@H]1C[C@@H]43,-9522.62890625
C#C[C@H]1[C@H]2[C@H]3C[NH2+][C@@H]1[N@@H+]23,-10328.267578125
CCO[C@H]1CC=CCO1,-11544.939453125
CC/N=C(\OC)N1CC1,-11440.08203125
C#CC(=O)[C@@]1(C#N)CO1,-11849.6982421875
C[C@H]1O[C@@]12[C@H]1C[C@]2(O)C1,-11510.1396484375
C#C[C@@H]1C[C@@H]1COC=O,-11478.671875
COCCC[C@H]1C[C@H]1O,-11576.6240234375
CCC#CCC1CCC1,-9555.71875
C#CCC[C@H]1N[C@H]1C#C,-9925.3935546875
O=C1[C@@H]2C[C@@H]3N[C@@H]3[C@H]1C2,-10938.0751953125
CC#CC[C@@H](C)C#CC,-9522.8828125
CC/N=C(\N)C(=O)NC,-11879.208984375
C#CC[C@@H]1O[C@@H]1CC,-9463.8037109375
N=CN1CCOCC1=O,-12386.9814453125
C#CC(=O)/C(=N/C)NC,-11374.6923828125
CC[C@@H]1C=C(C)COC1,-10567.3603515625
CC(C)C[NH2+][CH+]OC=O,-11982.6044921875
C#C[C@H]1OC12CCCC2,-10500.564453125
C[C@@H]1CO[C@@H]1[C@@H](C)C#N,-10971.30859375
C[C@@H]1[C@@H]2[C@@H]3[C@H]1[N@H+]2[C@@H]3C,-8921.671875
O=C1[C@@H]2CN=CO[C@H]1C2,-11916.423828125
CC1=NCCN1C=O,-10340.4228515625
O[C@H]1C[C@H]1n1nccn1,-11811.861328125
N#C[C@@H]1C(=O)N2C[C@H]12,-10273.2841796875
C[C@H]1C[C@H]2[C@@H](CO)[C@@]12O,-11543.615234375
C#CC(C#C)C#N,-7755.1162109375
C[C@H]1OCC2=C1CCC2,-10534.8310546875
N#C[C@@]1(O)[C@H]2C[C@]1(N)C2,-11374.203125
CC(C)N1C(=O)C[C@@H]1C,-11004.9736328125
CC[C@]1(CO)[C@@H]2CC[C@@H]21,-10565.9384765625
C#C[C@H](NC)C(=O)OC,-11948.51171875
CCC[C@@H](O)C1(C)CC1,-10599.498046875
C[C@@H](C#N)[N@H+]1CC1(C)C,-10430.146484375
CC[C@@]1(OC)COC1[NH-],-11981.4296875
CC[C@]1(O)[C@H](O)C[C@@H]1C,-11577.26953125
C#CCc1ccoc1N,-10905.609375
C#C[C@]1(C)C[C@H]1CO,-9463.740234375
C[C@@]1(C=O)C[C@@]2(O)C[C@H]21,-11511.4521484375
C[C@@H](O)C(=O)CC(N)=O,-12961.208984375
C[C@H]1[C@@H](O)c2nccn21,-11375.5
N#C[C@H]1C(=O)[C@H]2[NH2+]C[C@H]21,-11341.34375
C[C@@]12C[NH2+][C@H]3OC[C@@H]1[N@H+]32,-11373.740234375
CCc1c[nH]c(CO)n1,-11409.3876953125
N#CC[C@]12[C@@H]3C[C@H]1[N@H+]2C3,-10363.4775390625
CC#C[C@]1(CC)N[C@H]1C,-9992.458984375
O=C[C@H]1C(=O)NC12CC2,-11916.59375
COc1noc(N)n1,-11754.0244140625
C[C@]1(C#N)[C@H]2C[C@]1(C)N2,-10396.369140625
C[C@H]1O[C@@]2(C=O)C[C@@H]12,-10442.1630859375
COc1cnc[nH]1,-9270.5771484375
CNc1cccn1C=O,-11376.677734375
