smiles,U_0
C[C@@H]1O[C@@H]2[C@H](O1)C2(C)C,-11543.57421875
[NH-][C@H]1O[C@@H]2COC[C@]12O,-12925.8828125
C[C@@]1(O)[C@H]2CN(C=O)[C@H]21,-11947.5478515625
C[C@@]1(C2CC2)CO1,-8427.087890625
C[C@]12[C@@H]3C[C@H]1[C@H]2N3C=O,-10936.5947265625
[NH-]c1[nH+]ncnc1N,-10639.251953125
CC1=C[C@]23CO[C@@H]2[C@H]1O3,-11474.1396484375
c1cc(OC2CC2)no1,-11914.58984375
C[C@H]1O[C@H]2C[C@H]2[C@H]2C[C@H]21,-10532.744140625
CC(=O)C1(C)OCCO1,-12522.3271484375
C#C[C@@H]1C[NH2+][CH+]N1C=N,-10800.314453125
C#C[C@H]1O[C@H]2[C@H]3O[C@@H]1[C@H]32,-11443.130859375
CO[C@@H]1C(=O)N[C@@H]1C,-10912.044921875
O=C1C[N@H+]2C[C@H]3[C@@H]1[C@H]32,-9867.8203125
C[C@H]1O[C@H]2C[C@@H](CO)[C@H]21,-11542.6240234375
CC#CCC(=O)OCC,-11511.5966796875
Cc1c[nH]cc1N(C)C,-10429.982421875
[CH+]1[NH2+]C[C@H]2[C@H]3OC[C@H]3[N@@H+]12,-11373.3291015625
C[C@H]1[C@H]2[C@H](NO)[C@@H]3[C@H]2[N@@H+]31,-11371.4423828125
N#C[C@H]1NC[C@H]1C1CC1,-10395.9140625
O=C1CC[C@@H]2C[C@]12CO,-11511.7685546875
O[C@@H]1[C@H](O)[C@H]2[C@@H]3C[N@H+]2[C@H]13,-11946.1357421875
O=CN[C@]12C[C@H]1CC2=O,-11915.837890625
[NH-]c1cc(N)nc(F)[nH+]1,-12903.8330078125
OC[C@H]1[C@H]2C=CCC[N@H+]21,-10969.37109375
C#C[C@]12OC[C@H]1[N@H+]1C[C@H]12,-10901.552734375
N#C[C@@]12N[C@@H]1C=CC2=O,-11309.3271484375
O[C@@]12C[C@H]3O[C@@H]1[C@@H]1[C@H]3[C@@H]12,-11477.619140625
CC(C)Oc1cn[nH]c1,-11407.6181640625
C1O[C@H]1[C@H]1[C@H]2C[C@@H]1C2,-9462.0
C[N@H+]1[C@@H]2[C@H]1[C@@](C)(O)[C@H]2O,-11979.166015625
O=C[C@]12CC[N@@H+]3[C@H](C1)[C@@H]32,-10936.8408203125
O=C1CC[C@H]1CC1CC1,-10533.2333984375
C#CC(=O)C(=O)O[CH+][NH-],-12860.3681640625
O=C1C=C[C@H]2C=CCN12,-10906.267578125
C[C@@H](O)[C@H]1OCC1NO,-12956.75390625
C1Cc2nonc2CO1,-12351.515625
C[C@@]1(COC(N)=O)CN1,-12418.330078125
CC[C@H]1[C@H]2CO[C@]21CC,-10565.111328125
C[C@@H](C#N)[C@@H](O)C#N,-10306.052734375
CC(=O)[C@@H]1CCO[C@@H]1C,-11544.6513671875
C1=C[C@H]2O[CH+][NH2+][C@H]2C1,-9869.3310546875
C1c2nonc2[C@@H]2O[C@H]12,-12318.0625
O=C[C@@H]1O[C@@H]1CCCO,-12521.0751953125
C[C@H]1[C@@H]2[C@H]3C[C@@H]2[N@H+]31,-7851.64404296875
O=C1C=CNC12CC2,-9869.1533203125
CC1(C)C=CC(=O)N1,-9902.79296875
C#CC[C@@H]1[C@@H]2NC(=O)[C@H]12,-10903.6513671875
CC1(C)C[C@@]2(C)OC[C@@H]12,-10565.482421875
C#Cc1c(C)ncn1C,-10364.5810546875
C[C@H]1O[C@@]2(C)CC[C@@]12C,-10565.697265625
C#C[C@]1(N)COC1=O,-10845.6865234375
N[C@@H]1[NH2+][C@@H]2[C@H](C=O)[C@@H]2O1,-12352.67578125
C1O[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,-9463.6298828125
C[C@H]1[C@H]2CC[C@]21OC=O,-11510.9521484375
CCCCC1CCCC1,-9621.626953125
CNc1noc(N)c1C,-11844.2109375
CC1(C)C[C@]1(C)CO,-9529.296875
Nc1cc(F)cc(F)c1,-13224.8388671875
CCc1cncc(O)c1,-10939.4052734375
N#C[C@]12C[C@H]1[C@H]1O[C@H]12,-9834.046875
CC1=CC[C@@H](O)C[C@H]1O,-11544.2353515625
CC1=C[C@H]2[C@H]3[C@@H]1[NH2+][CH+][N@H+]32,-10363.662109375
OCC[C@H]1N[C@H]1[C@H]1CO1,-11979.06640625
CC1=C[C@@H]2O[C@H]1[C@H]1O[C@H]12,-11477.529296875
Nc1[nH]ncc1CO,-10775.4716796875
C[C@]1(O)C(=O)[C@H]2C[C@@H]1O2,-12488.6875
CNc1cnn(C)c1,-9797.4677734375
C[C@@]1(C#N)NCC[C@H]1N,-10866.654296875
O[C@H]1C[NH2+][C@@H]2[C@H]1[C@H]1C[N@H+]12,-11372.73828125
CC1(C)CCNC(=O)O1,-11982.5908203125
O=CC[C@H]1[C@H]2CCC[N@H+]21,-10969.9140625
C[C@@]1([C@@H](O)C(N)=O)CN1,-12418.0849609375
C#C[C@]1(C)C[C@H](C=O)O1,-11477.2724609375
N#CC(=O)C#CCCO,-11882.2333984375
OC[C@@]1([C@H]2CN2)CCO1,-11979.375
NC(=O)CCC#CCO,-11948.1015625
C[C@@H](CC#N)N(C)C=O,-11408.3564453125
[NH-]C1[C@@H](O)[C@@]2(CO)C[N@@H+]12,-12383.4755859375
C[C@H]1Cc2conc2C1,-10937.8525390625
O=CC1=CCOC=NC1,-11915.7080078125
C[C@@H](O)[C@H]1CCOCO1,-12554.5068359375
CCc1cnc(=O)[nH]c1,-11376.54296875
O=C1OC[C@]1(O)CO,-12430.8564453125
N#CC[C@@]1(O)C=CCC1,-10938.380859375
COCC#C[C@H]1C[C@H]1O,-11509.369140625
CC[C@@]1(CO)C[N@H+]2C[C@H]21,-11001.443359375
C[C@H]1OCOC([NH-])C1=O,-12926.5029296875
CC#C[C@@]1(C)COCO1,-11510.5126953125
COc1cc(O)[nH]c1N,-12385.328125
C[C@@H]1[C@H](C)O[C@@H]1C,-8460.453125
CO[C@@H]1[C@@H]2C[C@H]1[C@@H]2C,-9495.2294921875
C[C@@H](O)[C@]12[C@@H]3C[C@H]1[C@H]2O3,-11509.134765625
CO[C@H]1CCOCOC1,-12553.796875
[NH-]C1=C(N)C=NNO1,-11178.7099609375
O=CN1[C@@H]2COCC[C@@H]21,-11947.9951171875
C[C@@]1(C#N)CCCCN1,-10430.138671875
COc1[nH]cc(O)c1O,-12926.0830078125
O=C1C[C@@H]2[C@H](CO)[C@]12O,-12488.240234375
Cc1n[nH]c(=O)cc1F,-13007.5390625
C[C@H]1OC=NCC([NH-])O1,-12385.5703125
FC(F)(F)[C@H]1CN1,-12814.263671875
CC[C@@H]1O[C@@H]2[C@H](O)[C@@H]2O1,-12520.9296875
Cc1ccc(F)c(N)c1,-11593.388671875
O=C[C@H]1CCC(=O)OC1,-12490.365234375
O[C@H]1[C@H]2OC[C@@H]3C[C@H]2[C@@H]31,-11510.1591796875
O=CCOC1CCCC1,-11544.17578125
CCC(=O)c1ncc[nH]1,-11376.55078125
CC[C@H]1[C@@H](O)[C@]1(C)CC,-10598.4658203125
O[C@H]1C[C@@]12C[C@H]1C[C@@H]2C1,-10532.4609375
O=C(CO)N[C@H]1C[C@H]1O,-12958.73828125
NC(=O)C1=CCC(=O)C1,-11917.37890625
N#C[C@@H]1[C@@H]2CC[C@H]3[C@@H]2[C@@H]13,-9927.078125
CC(C)C1=CCC[C@H]1O,-10566.5166015625
CNC1=CC(=O)NC1[NH-],-11813.3935546875
COCc1n[nH]nc1C,-11844.2119140625
CC(=O)[C@H]1[C@H]2C[C@H](C)[C@H]21,-10533.189453125
O=Cc1cn(C=O)nn1,-12757.0478515625
C#C[C@]12C[C@H]1C1(CC1)C2,-9488.0537109375
C#CC#C[C@H]1[C@H]2C[N@@H+]1C2,-9890.544921875
[NH-]C1O[C@H]2[C@@H]3[C@H]4[C@@H]3[N@@H+]1[C@@H]24,-11340.3271484375
O[C@H]1[C@@H]2[C@H]3C45OC34[C@@H]5[C@H]12,-11475.8603515625
O[C@@H]1[C@H]2C[C@H](C2)[N@@H+]2C[C@H]12,-10969.0400390625
C#C[C@H]1OCC([NH-])O1,-10845.5537109375
CC1(C)COC[C@H]1C#N,-10970.9482421875
O[C@H]1CNc2cn[nH]c21,-11811.40625
C[C@@H](O)[C@H]1C=C[C@H]2O[C@@H]12,-11510.634765625
C1O[C@]23[C@@H]4C[C@H]2[C@@H]4O[C@H]13,-11475.4267578125
C[C@H]1C[C@H]1N(C)C=O,-9934.1923828125
CC[C@H]1O[C@H]2C[C@H]2O1,-10474.3173828125
CC#CC(=O)C=O,-9340.0107421875
C1CC([C@H]2C[C@H]3O[C@@H]23)C1,-10531.845703125
C[C@H]1CC(=O)OCO1,-11453.82421875
O=CCC[C@@H]1C=CCC1,-10533.9462890625
N#C[C@H](N)[C@@H](N)C#N,-10201.673828125
O=C[C@@]12[C@@H]3[C@H]4C[C@@H]3[N@@H+]1[C@H]42,-10902.6611328125
COC(=O)C(=N)N1CC1,-12384.962890625
O=CCC(CO)CO,-11485.2421875
COc1c[nH]c(N)n1,-10775.9345703125
C#C[C@H](OC=O)C1CC1,-11477.5458984375
O=COc1ncncn1,-12758.72265625
C[C@]12C[C@](O)(C1)[C@@]21CC1,-10531.650390625
N#CC1=NCCCCN1,-10834.2626953125
C#C[C@@H]1OCC=C1C=O,-11445.013671875
[NH-][C@H]1CN[C@H]([NH-])C(=O)O1,-12790.6923828125
C[C@H]1C[C@@](C)(O)CC1=O,-11545.0068359375
C#C[C@]12CC[C@H]1[C@H]1N[C@H]12,-9924.2412109375
C[N@H+]1[C@@H]2[C@H]3O[C@@H]2[C@@H]1[C@@H]3O,-11946.06640625
C#CCO[C@H](C)C(N)=O,-11947.8564453125
C[C@@H]1C[C@H](C)[C@@H]2O[C@@H]21,-9497.1025390625
O=c1oc2c(o1)OCC2,-13434.8857421875
CC[C@H]1C[C@H]2CO[C@H]2C1,-10565.98046875
C#C[C@@H]1O[C@H](CC)[C@@H]1O,-11509.6923828125
OC1([C@@]23CC[C@@H]2C3)CC1,-10532.0341796875
C[C@@H]1[C@@H]2[C@@H]3[C@H]1[C@]3(O)[C@@H]2O,-11509.6328125
C[C@H]1OC[C@@]2(O)CC[C@@H]12,-11543.7705078125
OC1CC2=C(COC2)C1,-11511.330078125
C1C[C@@]2(CO2)[C@@]12CN2,-9899.482421875
O=c1nc(F)cco1,-12479.6748046875
CC#C[C@H]1[C@H]2C[C@]1(O)C2,-10498.671875
CCC[C@@H](O)CCC=O,-11576.9453125
CC[C@]12C[C@H]1CC=C2C,-9555.84375
C[C@]12N[C@H]1C1=CCC[C@H]12,-9958.201171875
O=C1NC[C@@]2(O)CO[C@@H]12,-12926.255859375
C[C@H]1[C@H]2CC3(CC3)O[C@@H]12,-10532.59765625
C[NH2+][C@@H](C)C(=O)C(=O)[O-],-12958.5078125
C[C@@H]1C(=O)[C@@H]2OC[C@H]1O2,-12489.5458984375
CC[C@@]1(C)C[C@@]2(C)O[C@@H]12,-10565.4296875
ONC1CC=CCOC1,-11946.7529296875
C[C@H]1C[C@@]2(C)C[C@H]2[C@H]1O,-10566.0908203125
C[C@@]12C[C@@H](OC1[NH-])[C@H]2O,-11948.0849609375
N#CC1=CNCCC1=O,-11343.474609375
C#C[C@@H]1[C@@H]2CO[C@]12CC,-10498.6630859375
O=C[C@@H]1C[C@]2(O)[C@H]1[C@@H]2O,-12488.05078125
N#Cc1c(O)noc1N,-12757.298828125
C1Cc2[nH]nnc2O1,-10741.951171875
FC(F)(F)[C@H]1CN[CH+][NH2+]1,-15357.7412109375
CCc1cc(=O)cco1,-11480.05859375
C[C@H]1[C@H]2CC3(COC3)[C@@H]12,-10531.8076171875
CO[C@]12CC[C@H](C1)C2,-9496.494140625
C[C@H]1C[C@H]2OCCC=C12,-10533.09375
CC(=O)N1C[CH-]C=C1[NH-],-11376.20703125
C/N=C/N(C=O)C(N)=O,-12823.96875
Nc1cnn2c1[C@@H](O)C2,-11810.5693359375
Nc1cc(CO)ccn1,-11376.26171875
CC1=C[C@@H](O)CCC1,-9497.611328125
C[C@]12CO[C@@H]3[C@H]1[C@]3(C)C2,-10532.8017578125
C[N@H+]1[C@H]2[C@H]3OC[C@@H]1[C@H]32,-9899.6220703125
[NH-]c1[nH+]cn[nH]c1=O,-11180.173828125
O=C1C[C@H]2CO[C@H]2CN1,-11948.7744140625
C#CC1=CC[C@H]2O[C@H]2C1,-10467.13671875
C[C@@]12CCC1=CCCO2,-10533.1474609375
C#C[C@]12[C@@H]3[C@@H]4[C@H]1C[N@@H+]4[C@@H]32,-9890.849609375
C1C[C@@]2(CO2)[C@]2(C1)CO2,-11510.28125
O[C@@]12C[N@H+]3C[C@@H]1C[C@H]32,-9899.453125
C[n+]1ccoc(=O)c1[NH-],-12353.646484375
CC1=C(C)[C@@H](O)[C@@H](O)C1,-11544.453125
C[C@@]12CN[C@H]3[C@@H](O1)[C@H]3O2,-11947.5478515625
OC[C@H]1O[C@H]2CCC[C@H]21,-11543.7099609375
C[C@@]12O[C@H]3C[C@@H](O)[C@@H]1[C@H]32,-11510.4453125
N#C[C@H]1C[C@H](CCO)C1,-10970.275390625
C[C@@H](CO)C[C@@H](O)CO,-12586.736328125
C1CC[C@@H]2CC[C@@H]2CC1,-9588.482421875
Nc1onnc1OC=O,-13767.0458984375
C#C[C@@]1(C#N)[C@@H](C)[N@H+]1C,-10362.52734375
CC(=O)COC([NH-])C#N,-12353.0732421875
CC#CC(=O)/C(N)=N/C,-11374.5009765625
COCC#CC1(C)CC1,-10531.86328125
Oc1n[nH]nc1[C@H]1CN1,-12247.83203125
C[C@]1(C#N)[C@@H]2OCO[C@@H]21,-11915.126953125
CCC[C@H]1N[C@H]1CC=O,-11002.6171875
CC(=O)NC(C)=O,-9844.513671875
C[C@H]1[C@@H](O)[C@H]2N[C@]21C=O,-11947.2744140625
N#CC[C@H]1CO[CH+][NH2+]1,-10306.23046875
O=C1C[C@H]2CC[C@@H]1O2,-10442.9755859375
CC1=C[C@H]2[C@@H](CO)[N@H+]2C1,-10969.560546875
C#C[C@@]1(O)[C@@H]2O[C@@H]2[C@@H]1O,-12453.9267578125
FC(F)(F)[C@H]1COCO1,-16471.7421875
C[C@H]1O[C@@]2(C#N)C[C@@]12C,-10937.1162109375
O=C[C@@H]1[C@H](O)[C@@H]1[C@H]1CO1,-12488.01953125
O=COCC[NH+]1CC1,-10911.3017578125
C[C@]12O[C@H]1[C@H]1CCO[C@H]12,-11510.349609375
CC(=O)[C@@]12CCC[N@@H+]1C2,-10970.55078125
C#CCC#C[C@@H](N)C#N,-10329.443359375
C[C@H]1[C@H]2OC(C)(C)[C@@H]12,-9496.0498046875
C[n+]1c([NH-])[nH]ncc1=O,-12249.5
CCC(=O)[C@@]1(C)C[N@H+]1C,-11002.8056640625
C[C@H]1CCOC[C@H]1O,-10507.767578125
CO[C@@H]1[C@H](C)OC[C@@H]1C,-11576.498046875
O[C@H]1[C@H]2CO[C@]21[C@H]1CN1,-11945.830078125
C[C@]12C[N@H+]1[C@](C)(C=O)C2,-10969.5302734375
ONC1CCC[C@@]12CN2,-11405.9404296875
OC[C@@]12C[C@@H](O1)[C@H]1N[C@H]12,-11946.03515625
COC(=O)NC1CC1,-10912.4091796875
Oc1nccc(F)c1O,-13548.919921875
CO[C@H]1C[C@H]2[C@@H](O)[C@@]12C,-11542.7900390625
C[C@H]1CC[C@@]12C[N@H+]1C[C@H]12,-9990.84765625
C[C@@H]1C=C[C@H](C)[C@H](C)O1,-10566.5537109375
C#Cc1ncc(C)nn1,-10767.7978515625
CC[C@H]1C[C@H]2C[C@@H](O)[C@@H]12,-10565.1796875
C[C@]12C[C@H]1[C@@](O)(CO)C2,-11542.9765625
O=C(CO)[C@H]1CCO1,-11452.3017578125
C1=N[C@@H]2COC[C@@H](C2)O1,-11948.67578125
N#C[C@@H]1[C@@H]2CC(=O)[C@]12O,-11882.685546875
CC1=C[C@H]2C[N@H+]2[C@H]1C#N,-10363.8955078125
O=C1CC[N@@H+]2C[C@]12CO,-11948.0595703125
O=C1C[C@H]2C=CCN12,-9869.212890625
C#C[C@@H]1C[C@@H]2[C@H](O)[C@@H]21,-9429.630859375
O=CNC[C@H]1CC(=O)N1,-12386.3798828125
Cc1cc(O)c(F)cn1,-12571.052734375
C[C@@H]1[C@@H]2[CH-][C@@H]3[C@@H]4[C@H]1[C@H]2[N@@H+]43,-9923.970703125
O=c1cnccc(O)c1,-11883.6494140625
Cc1ccncc1C,-8892.6962890625
O[C@H]1C=Cc2cnoc21,-11882.189453125
CO[C@H]1CCC(C)(C)C1,-10599.0361328125
OC[C@H]1O[C@H]2C[C@]21CO,-12520.087890625
COC[C@H]1CO1,-8368.2333984375
CO[C@H]1[C@H]2C[C@H]2C[C@H]1C,-10565.7451171875
C#CC1=CCOCC1=O,-11445.4375
CCNC(=O)CO,-9875.9814453125
O=C[C@H]1OC(=O)[C@H]2O[C@H]21,-13434.59765625
C#Cc1c[nH]cc1NC,-10363.97265625
C#C[C@@]12N[C@@H]1C(=O)[C@@H]2C,-10903.2509765625
O=C1C[C@H]2[C@@H]3[C@@H]4[C@H]2[N@@H+]4[C@H]13,-10903.7353515625
CO[C@@]1(C)CC[C@H]1CO,-11575.8251953125
CC[C@]12N[C@H]1CC[C@H]2O,-11002.822265625
C[NH+]1CC(O)C1,-7827.546875
O=C1NC=N[C@H]2C[C@@H]12,-10306.6025390625
c1cc([C@H]2CO2)n[nH]1,-10305.3271484375
C#C[C@@H]1OC(=O)C12CC2,-11445.0927734375
C[C@@]12C[C@H]3N[C@@H]1[C@@H]2C3=O,-10937.994140625
CCc1cncc(O)n1,-11376.45703125
[CH-]1CO[C@@H]2C[C@]3(CO3)[C@H]12,-11476.7705078125
N#C[C@]12CCO[C@H](C1)C2,-10937.6708984375
[NH-][C@H]1C[C@H]2C[C@@H](CO1)O2,-11947.921875
CCC#C[C@H]1CC(=O)N1,-10937.5869140625
CC[C@@]12O[C@H]3C[C@@H]1C[C@H]32,-10532.4658203125
C#CCC#CC[NH+]1CC1,-9924.21875
CCOc1ccc(C)o1,-11512.0703125
C#C[C@H](C)c1cnc[nH]1,-10364.2099609375
CN(C)c1cn(C)cn1,-10867.04296875
C[C@]12[C@@H]3[N@H+]1[C@@H]1[C@H]2[C@]31O,-9865.0966796875
C[C@@H](OCC=O)[C@H]1CN1,-11979.87109375
C[C@@]12C[C@H]3[C@@H]4[C@@H]([C@@H]41)[C@]32O,-10498.7119140625
C[C@H]1C=CCCC[C@H]1O,-10566.30078125
[NH-]C1N[C@H]2CO[C@@H]12,-9267.9375
Cc1nc(CC#N)c[nH]1,-10802.8583984375
C[C@@H]1[C@H](C)[C@@H]2CO[C@H]12,-9496.06640625
O=C[C@]12C=C[C@H](C1)OC2,-11478.494140625
CN1C[C@@H](O)C(=O)C1=O,-12927.25390625
C[NH2+]C1N[C@@H](C)CC1=O,-11408.1396484375
CCC[C@]12CO[C@H]1[C@H]2C,-10564.9970703125
C/[NH+]=C(N)/C(C=O)=N/O,-12820.9423828125
C#C[C@@]12OC[C@@H]1[C@@H]2C=O,-11443.7060546875
C[C@]12C[C@]3(O)[C@H](O1)[C@@H]3O2,-12488.6376953125
C[C@@]12C=C[C@H]3OC[C@@H]1[C@H]32,-10500.5205078125
[NH-]C1OC[C@]12[C@H]1C[C@@H]2C1,-10936.0751953125
C#C[C@H]1CCNC(=O)N1,-11375.0107421875
C[C@]12N[C@H]1C=CNC2=O,-11375.326171875
O=c1[nH]cc(CCO)[nH]1,-12386.6103515625
C[C@H]1CCO[C@@H](C)CC1,-10599.080078125
O=C1CC(C2(O)CC2)C1,-11510.841796875
CCCCCC(=O)NC,-11036.87890625
C[C@H]1CC[C@@]12CC(=O)O2,-11511.9287109375
CC(C)c1cnnn1C,-10866.65234375
CCC1=CC(=O)N(C)C1,-10971.87890625
C[C@@]12C=C[C@H]3[C@@H]4[C@@H]([C@@H]41)[N@H+]32,-9925.2734375
CC[C@H]1O[C@@H](C)[C@H]2N[C@H]21,-11002.6572265625
CC1(C)COC([NH-])C1,-9934.8095703125
CC[C@H]1CC12CC(=O)C2,-10533.2919921875
O=C[C@H]1[C@@H]2C=C[C@H]1[C@H]2O,-11477.6044921875
O=C[C@]12N[C@H]1CC21CC1,-10936.1904296875
CNCc1ncon1,-10774.783203125
C[C@@H]1[C@@H]2N[C@@H]2CO[C@@H]1C,-11002.4951171875
CC(=O)N(C)CCCO,-12014.126953125
N#C[C@@]12C[C@H](O)[C@@H]1O2,-10845.46484375
CC#CCOCC1CC1,-10531.86328125
C[C@]12C[C@H]1OC(=O)CO2,-12489.302734375
CC[C@@H](C)[C@H]1CC[C@H]1O,-10598.48828125
Oc1nnn2c1NCC2,-12248.1416015625
CC[C@@H](C)[C@H](C=O)CC,-10599.224609375
OC[C@H]1OC[C@]1(O)CO,-13531.2294921875
C[C@@H]1[N@@H+]2C[C@@H]2[C@@]12N[C@@H]2C,-10427.45703125
CCC[C@@H](C#N)[NH+](C)C,-10462.1953125
OCCO[CH+][NH2+]C1CC1,-11980.037109375
CCC(C)(C)O,-7424.5595703125
CCc1n[nH]cc1C=O,-11375.77734375
C[C@@H]1[C@H]2C(=O)[C@@H]1[C@H]1C[C@H]12,-10499.798828125
C[C@@]12C=C[C@H]3[C@@H](C1)[C@H]3C2,-9523.4833984375
C[NH2+][CH+]OC(=O)CCO,-12959.353515625
O=C1O[CH+][NH2+]C12CNC2,-12352.8701171875
FC(F)(F)c1ccc[nH]1,-14888.8037109375
O=C1C=C[C@@H](O)CCN1,-11949.083984375
CCc1cnc(C#N)[nH]1,-10802.6962890625
NC(=O)[C@]12C[C@H]1[NH2+][CH+]O2,-12353.31640625
CC(C)[C@@H](C)C(=O)C=O,-11544.6015625
N#C[C@@H]1[C@H]2C[C@@H]1[C@@H]2CO,-10936.2626953125
CNC1=CC(N)C(=O)O1,-12354.21484375
CC1=C[C@H]2C[C@@](C)(C1)C2,-9555.8603515625
CC#C[C@H]1[C@H]2O[C@@H](C)[C@@H]12,-10498.822265625
C[C@]12C=CC[C@H]1[C@H]2CO,-10533.1103515625
Cc1[nH]ccc1C(C)C,-9993.8369140625
C#C[C@]12[C@@H]3C[C@H]1[C@H]1[C@@H]3[N@H+]12,-9891.1513671875
C#C[C@H]1COC[C@@]12CN2,-10935.779296875
C[C@H]1[C@H]2[C@@H](O)CCC[N@H+]21,-11002.279296875
O[C@H]1[C@H]2C[C@H]3C[C@@H]1O[C@H]32,-11511.1611328125
CO[C@H]1C[C@H]1CC(C)C,-10598.138671875
O=c1ccccc(O)c1,-11447.216796875
C[C@@]1(O)CCC2(CC2)C1,-10566.1201171875
C[C@]12O[CH+][NH2+][C@H]1[C@H]2O,-10878.8349609375
C#Cc1[nH]cnc1NC,-10801.17578125
C[C@H]1C[C@H]2C[C@H]2C(=O)O1,-11512.1865234375
CC1(C)[C@H]2C[C@H]3C[N@H+]3[C@H]21,-9991.23046875
C[C@H]1CC[C@]2(CO2)C1,-9496.9814453125
[NH-][CH+]O[C@@H]1C[C@@H]2[C@H](O)[C@@H]21,-11947.00390625
N#C[C@]12C[C@H]1NCCN2,-10833.1513671875
CO[C@]1(C)[C@@H]2O[C@H]1[C@@H]2O,-12519.0390625
C[NH2+]C1OC[C@H]2O[C@@]12C,-11948.1259765625
CCC1=CCC(=O)[C@H]1O,-11512.06640625
C#C[CH+]1C=NOC([NH-])=N1,-11744.373046875
C[C@H]1C[C@@]2([NH+]3CC3)C[C@@H]12,-9990.73046875
C[C@H]1[C@H]2C[C@@H]1[C@H]2[C@H]1CO1,-10531.0859375
CCC1OCC(=O)CO1,-12522.1962890625
OCc1nccc(O)n1,-12354.310546875
C#CC1=CC[C@H](O)C1=O,-11445.8369140625
C1=C[C@]23C[C@H]2C[C@@H]3CC1,-9522.60546875
C1C[C@H]([C@H]2CN2)O1,-8863.388671875
O=C1COC12CC=CC2,-11478.7294921875
CC(C)[C@H]1OC[C@H]1O,-10506.9560546875
CC[C@@]1(O)[C@H]2[C@H]3C[N@H+]3[C@H]21,-10967.333984375
N#C[C@H](C=O)[C@H](O)CO,-12926.1708984375
C[C@@H]1C(=O)[C@@H]2CO[C@H]1C2,-11512.0517578125
C1C[C@@H]2OC3(CC3)[C@@H]2O1,-11510.4150390625
C[C@H]1[C@H]2C[C@@]2(C#N)[C@H]1O,-10937.3056640625
O=C1C=CCCC[C@@H]1O,-11512.056640625
CO[C@@H]1[C@H]2C[C@]3(O)[C@H]2[C@H]13,-11509.146484375
C[C@@H]1[C@@H]2C(=O)[C@@H](C#N)[C@H]12,-10904.99609375
O[C@H]1[C@H]2CC[N@H+]2C12CC2,-10968.3994140625
CC[C@H]1CC=C(C)CO1,-10566.5947265625
CC#CC#C[C@H]1CO1,-9397.0341796875
C#C[C@@H]1OC[C@@H]2O[C@]12C,-11477.068359375
C#C[C@H]1CC(=O)C(=O)O1,-12423.89453125
OC12CCC(CC1)CC2,-10566.9404296875
Cc1cc(=O)cnn1C,-11375.4873046875
C#CCc1noc(=O)o1,-12860.1650390625
C1=C2C[N@H+]3C[C@@H](OC1)[C@@H]23,-10935.6875
C[C@H]1[C@H]2CO[C@@H]3[C@H]2[C@@]31C,-10532.71484375
O=CCCCC#CCO,-11510.45703125
C[C@@]1(C2CC2)NCC1=O,-10969.693359375
OC[C@H]1[C@H]2C34OC23[C@H]14,-10439.0732421875
[NH-]C1O[C@]23CO[C@@H]2[C@H]1C3,-11912.5390625
O=C1C[C@@]2(O)[C@@H]3C[C@H]2[C@H]13,-11477.93359375
O=C1OCOCC1NO,-13903.1826171875
Cc1c[nH]c(O)c1CO,-11949.1337890625
O[C@H]1[C@H]2OC[C@H]2[C@@]12CO2,-12487.1455078125
C#CCO[C@@H]1[C@H](O)[C@@H]1O,-12486.666015625
C[C@H]1[C@H]2C[N@@H+](C)[C@]21C=O,-10969.248046875
CO[C@H]1C[C@H]2O[C@@]12C=O,-12487.783203125
C1C[N@@H+]2C[C@@]23CO[C@@H]1C3,-10969.4375
C[C@@H]1[C@@H]2[C@H]3CC[C@]2(O)[C@@H]13,-10532.451171875
C[C@@H](O)CC1=CCCC1,-10566.5498046875
CC1(C)C(=O)CN1C=O,-11949.03515625
Cc1noc(F)nc1=O,-13984.35546875
[NH-][CH+]OCC#CC=O,-10845.359375
Nc1oc(=O)cnc1F,-13985.36328125
C[N@H+]1C[C@@]12CCNC2=O,-11407.5771484375
O=C[C@H]1OCCC1=O,-11420.615234375
C[C@H]1[C@H]2[C@@H]3[C@H]2[N@@H+]2[C@H]1[C@H]32,-8889.1455078125
C[C@@H]1O[C@]1(C)[C@@H](C)O,-10507.14453125
CO[C@]12C[C@H]1[C@H]1O[C@]12C,-11508.6796875
COc1nc(C)c(O)[nH]1,-12386.056640625
C[C@]12OC(=O)O[C@H]1[C@H]2O,-13467.5498046875
CCc1coc(N)c1,-9902.1171875
CC#C[C@H]1[C@@H]2C=C[C@H]1C2,-9488.5361328125
C[C@H]1C=CCOC[C@H]1O,-11543.6044921875
O=CNc1c[nH]c(O)n1,-12791.3857421875
C#C[C@H]1CCC[C@H]2C[N@H+]21,-9958.2490234375
C[C@@H](CO)[N@@H+](C)CC=O,-12012.982421875
O=C[C@]12CO[C@H]1[C@H]1N[C@H]12,-11913.265625
O=C1C=CC=C[C@H]2O[C@@H]12,-11445.9365234375
O=CN1[C@H]2[C@H]3C[CH-][C@@H]1[C@H]32,-10901.9033203125
[NH-]C1=C[CH-][C@@H]2CC[C@@H]2O1,-10937.84765625
C[C@H]1[N@@H+](C)C1(CO)CO,-12012.353515625
Nc1c(F)cnnc1O,-13443.955078125
CC1=CC[C@H]([NH-])OCC1,-10970.712890625
